"","PTT.BK","KTC.BK","CPALL.BK","MINT.BK","SCB.BK","KBANK.BK","CPN.BK","AOT.BK"
"2008-09-11",24,1.59,5.4,11.0909,73,66.5,9.55,3.65
"2008-09-12",24.4,1.59,5.45,11.1818,75,67.5,9.7,3.675
"2008-09-15",23.799999,1.59,5.45,11.1818,72.5,65,9.55,3.75
"2008-09-16",22.799999,1.58,5.3,10.8182,70,63,9.3,3.675
"2008-09-17",21.4,1.52,5.3,10,67,60.5,9.2,3.7
"2008-09-18",21.4,1.52,5.3,10,67,61,8.9,3.675
"2008-09-19",22.799999,1.52,5.4,10.4545,71.5,66,9.25,3.65
"2008-09-22",22.799999,1.52,5.45,10.6364,68.5,63.5,9.15,3.525
"2008-09-23",22.799999,1.52,5.3,10.3636,67.5,61.5,8.85,3.4
"2008-09-24",23.6,1.52,5.3,10.3636,71,64.5,8.95,3.4
"2008-09-25",23.799999,1.5,5.45,10.1818,71,66,8.85,3.325
"2008-09-26",23.6,1.51,5.4,10.2727,70.5,64.5,8.65,3.325
"2008-09-29",23,1.49,5.35,10.2727,68.5,62,8.15,3.125
"2008-09-30",22.799999,1.48,5.4,10.0909,68.5,62,8.25,3.1
"2008-10-01",22.4,1.46,5.35,10,68.5,62,8.45,3.1
"2008-10-02",22.799999,1.45,5.45,10.1818,70,63.5,8.85,3.1
"2008-10-03",22.6,1.38,5.4,10,69.5,63.5,8.8,2.975
"2008-10-06",20.200001,1.31,5.35,9,66.5,59,8.1,2.7
"2008-10-07",19.5,1.28,5.25,8.45455,65.5,58,7.5,2.46
"2008-10-08",18.299999,1.15,4.95,7.59091,63,55,6.45,2.15
"2008-10-09",19.200001,1.18,5.05,7.31818,63,56.5,5.85,2
"2008-10-10",17,1.21,4.725,6.31818,53,50,4.775,1.85
"2008-10-13",18.200001,1.15,4.875,6.18182,57.5,53.5,5.15,1.99
"2008-10-14",19,1.17,4.975,6.86364,63,57.5,5.6,2.17
"2008-10-15",18.1,1.13,4.775,6.5,60,55,5.15,2.16
"2008-10-16",17.9,1.1,4.775,6.95455,59.5,56,4.9,2.08
"2008-10-17",17.700001,1.1,4.85,6.77273,59,54.5,4.725,2.1
"2008-10-20",18.1,10.7,4.775,6.90909,61,56.5,4.475,2.12
"2008-10-21",18.299999,1.1,4.825,6.95455,59,57.5,4.425,2.11
"2008-10-22",17.700001,1.08,4.75,6.77273,56.5,55,4.475,2.01
"2008-10-24",16.200001,0.92,4.625,6.45455,51.5,51.5,4.1,1.86
"2008-10-27",14.1,0.92,4.425,6.22727,45.5,45.5,3.8,1.58
"2008-10-28",14.8,0.84,3.975,6.18182,49.75,48.75,3.925,1.6
"2008-10-29",14,0.825,3.5,6.45455,49.75,47.5,4.075,1.61
"2008-10-30",15.3,0.85,3.75,6.54545,52,50,4.575,1.87
"2008-10-31",15.9,0.85,3.85,6.86364,53.5,50,4.63,1.89
"2008-11-03",17.700001,0.86,4.7,7,58.5,53.5,4.975,1.94
"2008-11-04",18.299999,0.85,4.95,7.27273,58,53.5,6.2,1.99
"2008-11-05",18.299999,0.835,4.9,6.90909,58.5,53.5,6.15,1.94
"2008-11-06",18.299999,0.83,4.9,6.90909,59.5,53.5,6.45,2.03
"2008-11-07",18.200001,0.82,4.9,7.04545,61,55.5,6.5,2
"2008-11-10",18,0.815,4.875,6.90909,58,53.5,5.9,1.9
"2008-11-11",17.1,0.79,4.9,6.68182,56.5,53,5.75,1.92
"2008-11-12",16.700001,0.795,4.825,6.36364,54.5,51.5,5.4,1.89
"2008-11-13",16.6,0.78,5,6.27273,53.5,51,5.8,1.89
"2008-11-14",16.4,0.755,5.1,6.36364,52.5,50,5.75,1.88
"2008-11-17",16.799999,0.77,5.35,6.5,52.5,50.5,5.8,1.91
"2008-11-18",15.9,0.74,5.15,6.31818,50.5,49,5.5,1.88
"2008-11-19",15,0.735,5.2,6.31818,50.5,47.75,5.2,1.85
"2008-11-20",14.2,0.66,5.05,5.40909,49.75,45.75,4.65,1.79
"2008-11-21",14.1,0.645,5.25,5.63636,49.25,45,5.1,1.79
"2008-11-24",13.7,0.635,5.3,5.36364,48.25,43.5,4.65,1.68
"2008-11-25",13.8,0.65,5.3,5.68182,50.5,44.25,4.3,1.78
"2008-11-26",14.3,0.65,5.3,5.59091,50,43,4.475,1.79
"2008-11-27",14,0.655,5,5.72727,48,42,4.575,1.73
"2008-11-28",14.7,0.7,5.3,5.86364,48,42.5,4.8,1.78
"2008-12-01",14.4,0.7,5.25,5.09091,44.5,40.25,4.575,1.72
"2008-12-02",14.3,0.705,5.4,5,42,39,4.7,1.66
"2008-12-03",14.4,0.7,5.75,5.22727,42.25,39.25,5.15,1.7
"2008-12-04",14.4,0.705,5.8,5.22727,41.25,39,5.65,1.76
"2008-12-08",15.4,0.7,6.1,5.5,43.25,42.5,6.4,1.85
"2008-12-09",16.799999,0.705,5.95,5.59091,45.75,43.5,6.55,1.86
"2008-12-11",17.200001,0.69,5.7,5.40909,46.25,44,6.2,1.88
"2008-12-12",17.200001,0.705,5.55,5.18182,46.75,44.25,6.05,1.99
"2008-12-15",17.700001,0.74,5.45,5.40909,48.25,45.5,6.6,1.99
"2008-12-16",18,0.745,5.3,5.68182,49,46.25,6.4,2.03
"2008-12-17",17.700001,0.73,5.55,5.63636,51,46.75,6.3,2
"2008-12-18",18,0.725,5.8,5.81818,53,48.25,7,2.02
"2008-12-19",17.6,0.74,5.6,6.27273,51.5,47.75,6.9,2.03
"2008-12-22",16.799999,0.72,5.65,6.13636,48.5,46,6.45,2.02
"2008-12-23",17.1,0.735,5.8,6.13636,48,45.5,6.75,2.02
"2008-12-24",17.1,0.74,5.9,6.27273,48,45,6.65,2.01
"2008-12-25",17.200001,0.74,6.15,6.68182,48.75,45.5,7.1,2.05
"2008-12-26",17.200001,0.755,6.1,7.13636,49,45.75,7.3,2.06
"2008-12-29",17.299999,0.75,6.1,6.95455,49,45.5,7.15,1.8
"2008-12-30",17.5,0.79,6.15,7.18182,48.25,45,7.15,1.81
"2009-01-02",175,7.9,6.15,6.52893,48.25,45,7.15,1.81
"2009-01-05",18.9,0.805,6.3,8.13636,53,48,7.45,1.95
"2009-01-06",18.4,0.795,6.25,7.5,54,48.75,7.15,1.88
"2009-01-07",18.1,0.78,5.85,7.18182,51.5,47.25,7.15,1.83
"2009-01-08",18.299999,0.785,5.9,7.63636,53,47.75,7.2,1.86
"2009-01-09",17.700001,0.785,5.95,7.22727,53,47.25,6.95,1.89
"2009-01-12",16.799999,0.785,5.9,6.95455,52,46.5,7,1.88
"2009-01-13",15.6,0.76,5.75,6.95455,49.75,45,6.9,1.85
"2009-01-14",15.8,0.745,5.7,7.22727,51,45.5,6.85,1.86
"2009-01-15",15.4,0.735,5.65,7.18182,49.25,44,6.55,1.84
"2009-01-16",15.9,0.71,5.8,7.13636,50.5,44.75,6.6,1.82
"2009-01-19",15.8,0.715,5.7,7,51,44.75,6.95,1.8
"2009-01-20",15.7,0.715,5.8,6.95455,51,44.5,6.7,1.79
"2009-01-21",15.6,0.735,5.75,6.86364,50,44,6.8,1.8
"2009-01-22",16.200001,0.745,5.7,6.95455,53,45,6.8,1.79
"2009-01-23",15.9,0.73,5.75,6.68182,52.5,44,6.65,1.81
"2009-01-26",16,0.725,5.75,6.5,53,44.5,6.7,1.85
"2009-01-27",16.5,0.72,5.75,6.5,54,46,6.9,1.83
"2009-01-28",16.700001,0.715,5.65,6.59091,54,47,6.75,1.85
"2009-01-29",15.9,0.7,5.6,6.5,52.5,45,6.45,1.82
"2009-01-30",16,0.695,5.6,6.54545,52,45,6.55,1.83
"2009-02-02",15.4,0.695,5.6,6.54545,50,43.75,6.4,1.8
"2009-02-03",15.5,0.71,5.75,6.45455,51,44.5,6.45,1.84
"2009-02-04",15.4,0.72,5.85,6.54545,53,44.5,6.5,1.8
"2009-02-05",15.5,0.725,5.85,6.54545,52,44.75,6.7,1.79
"2009-02-06",16.5,0.72,5.9,6.77273,53.5,45.75,6.75,1.81
"2009-02-10",16.299999,0.74,5.95,7.04545,54,44.75,6.65,1.81
"2009-02-11",16.299999,0.73,6.05,6.95455,54.5,45.25,6.65,1.83
"2009-02-12",16,0.73,5.95,6.72727,55,45.25,6.7,1.81
"2009-02-13",16.4,0.765,6.05,6.72727,56.5,47,6.7,1.81
"2009-02-16",16.299999,0.8,6.05,6.72727,55.5,47.25,6.75,1.79
"2009-02-17",15.9,0.82,6.15,6.63636,53,45.5,6.65,1.76
"2009-02-18",15.9,0.8,6.45,6.59091,53.5,46,6.6,1.75
"2009-02-19",15.9,0.79,6.4,6.54545,54.5,46.75,6.7,1.75
"2009-02-20",15.6,0.775,6.1,6.54545,53,45.75,6.55,1.73
"2009-02-23",15.7,0.77,6.15,6.54545,52.5,45.5,6.5,1.65
"2009-02-24",15.6,0.785,6.3,6.5,53,45.25,6.45,1.6
"2009-02-25",15.8,0.8,6.3,6.5,54,45,6.3,1.58
"2009-02-26",15.5,0.78,6.1,6.40909,54.5,45.25,6.2,1.61
"2009-02-27",15.6,0.77,6.05,6.45455,56,44.5,6.2,1.61
"2009-03-02",15.1,0.71,6.05,5.86777,51.5,41.5,6,1.51
"2009-03-03",15,0.72,6.25,5.68182,51.5,40.5,5.8,1.5
"2009-03-04",15,0.735,6.35,5.95455,53,42,5.9,1.53
"2009-03-05",14.5,0.74,6.4,5.81818,55,42,6.05,1.56
"2009-03-06",14.6,0.75,6.35,5.81818,56,41.5,6.2,1.55
"2009-03-09",14.1,0.745,6.2,5.45455,53,40.75,6.1,1.5
"2009-03-10",14.6,0.745,6.25,5.45455,54,41.25,6.2,1.52
"2009-03-11",14.4,0.745,6.2,5.45455,52.5,41.25,6.15,1.54
"2009-03-12",14.4,0.74,5.9,5.59091,52.5,41.5,6.15,1.59
"2009-03-13",15,0.75,6.1,5.77273,53.5,42.5,6.5,1.6
"2009-03-16",14.9,0.75,6.15,5.86364,54,43.25,6.5,1.59
"2009-03-17",14.7,0.77,6.1,5.90909,53.5,42.5,6.3,1.57
"2009-03-18",14.8,0.79,6.15,5.81818,54,43.25,6.4,1.59
"2009-03-19",14.9,0.705,6.2,5.90909,54,43.5,6.4,1.59
"2009-03-20",15.1,0.705,6.15,5.72727,54,43.5,6.4,1.57
"2009-03-23",16,0.635,6.25,5.90909,55,44.75,6.45,1.6
"2009-03-24",16.1,0.66,6.25,6.22727,55.5,45.75,6.4,1.58
"2009-03-25",16,0.7,6.2,6.09091,54.5,45,6.3,1.55
"2009-03-26",16.1,0.75,6.2,6.18182,55,46,6.3,1.59
"2009-03-27",16,0.745,6.25,6,55.5,46.5,6.4,1.58
"2009-03-30",15.2,0.62,6.15,5.81818,53,45.25,6.25,1.57
"2009-03-31",15.25,0.645,6.3,5.86364,54.5,44.75,6.25,1.6
"2009-04-01",15.15,0.64,6.25,5.72727,55.75,45.25,6.25,1.7
"2009-04-02",15.8,0.65,6.35,5.90909,59.25,48.25,6.45,1.8
"2009-04-03",16.200001,0.645,6.2,5.90909,59,48.75,6.65,1.78
"2009-04-07",16,0.63,6.05,5.72727,59,50,6.55,1.7
"2009-04-08",16,0.63,6.15,5.72727,57.25,49.75,6.45,1.74
"2009-04-09",16.1,0.635,6,5.63636,57,50,6.25,1.68
"2009-04-10",16.549999,0.645,6.15,5.72727,56.5,50.25,6.4,1.74
"2009-04-16",16.299999,0.64,5.9,5.68182,55,49,6.35,1.74
"2009-04-17",16.9,0.64,5.85,5.63636,54.5,48.25,6.45,1.76
"2009-04-20",17.799999,0.655,5.85,5.90909,56,49,6.5,1.86
"2009-04-21",17.65,0.67,5.95,5.81818,56,49,6.5,1.86
"2009-04-22",17.35,0.71,5.9,5.72727,55,48.25,6.5,1.85
"2009-04-23",17.65,0.7,5.95,5.72727,55.5,48.5,6.45,1.86
"2009-04-24",18,0.705,5.95,6.13636,56.75,49.5,6.75,1.9
"2009-04-27",18.200001,0.685,6,6.04545,58,51.75,6.9,1.86
"2009-04-28",18.1,0.665,6.05,5.63636,58.5,51.25,6.75,1.81
"2009-04-29",18.5,0.66,6.1,5.81818,59.25,52,6.8,1.85
"2009-04-30",18.950001,0.69,6.25,5.81818,60.25,52.5,7.15,1.87
"2009-05-04",19.950001,0.69,6.4,6.09091,62.75,54.5,7.25,1.94
"2009-05-06",21.200001,0.8,6.4,6.95455,65,55.5,7.55,2.15
"2009-05-07",21.200001,0.87,6.4,6.72727,66.75,55.75,7.5,2.49
"2009-05-11",22,1,6.2,6.63636,67.25,56,7.3,2.4
"2009-05-12",22,1.03,6.35,6.77273,68.25,56.25,7.5,2.46
"2009-05-13",22.200001,1.03,6.9,6.54545,67,56,7.4,2.65
"2009-05-14",20.799999,0.98,6.45,6.27273,64.5,51.5,7.25,2.3
"2009-05-15",20.9,0.95,6.6,6.18182,70.25,54.5,7.85,2.4
"2009-05-18",20.9,0.98,6.55,6.40909,70.5,57,8.05,2.41
"2009-05-19",21.799999,0.98,6.6,6.72727,71.25,59,8.15,2.49
"2009-05-20",22,0.97,6.6,6.81818,70,59.5,8.15,2.46
"2009-05-21",21.4,0.885,6.55,6.45455,69.5,58,7.9,2.38
"2009-05-22",21.5,0.895,7,6.63636,69.25,57.5,7.8,2.38
"2009-05-25",21.200001,0.88,6.75,6.5,68,56.75,8.3,2.33
"2009-05-26",21,0.81,6.9,6.5,67.25,56,8.35,2.29
"2009-05-27",21.799999,0.845,7.45,6.77273,67,56.5,8.5,2.36
"2009-05-28",21.700001,0.825,7.45,6.77273,67,55.75,8.75,2.31
"2009-05-29",22,0.815,7.25,7.13636,67.25,56,8.3,2.2
"2009-06-01",23.200001,0.82,7.6,7.09091,68.5,57.75,8.5,2.24
"2009-06-02",22.700001,0.9,7.4,7,69.5,58.25,8.4,2.24
"2009-06-03",22.6,0.88,7.55,7.31818,75.5,62,9,2.26
"2009-06-04",22.9,0.9,7.75,7.68182,77.25,66.25,9.05,2.32
"2009-06-05",23.1,0.93,8.2,8.31818,77.75,68.75,9.4,2.625
"2009-06-08",22.9,0.915,8.1,8.04545,75.5,68,9.3,2.675
"2009-06-09",23.1,0.9,8.15,7.95455,75.5,68,9.3,2.725
"2009-06-10",24.4,0.93,8.2,8.63636,80,71.5,9.5,2.775
"2009-06-11",25.1,0.91,8.25,8.27273,80.5,74,9.55,2.8
"2009-06-12",25.799999,0.905,8.3,8.18182,77.5,71.25,10.1,2.725
"2009-06-15",24.700001,0.87,8.6,7.86364,74.5,68,9.9,2.65
"2009-06-16",23.9,0.83,8.25,7.18182,72.25,66.25,9.7,2.55
"2009-06-17",23.4,0.835,7.95,7.40909,71.25,64,9.35,2.5
"2009-06-18",22.5,0.82,7.8,7.13636,70.25,62.75,9.3,2.41
"2009-06-19",23.4,0.84,8.1,7.36364,73,65.25,10,2.6
"2009-06-22",22.799999,0.845,8.15,7.5,72.75,66.5,10.15,2.65
"2009-06-23",22.200001,0.82,8.25,7,71,63.25,9.5,2.65
"2009-06-24",22.799999,0.84,8.35,7.09091,75,65.5,9.65,2.6
"2009-06-25",23.5,0.855,8.75,7.45455,74.25,66.5,9.45,2.625
"2009-06-26",23.700001,0.84,8.65,7.45455,74,66.25,9.65,2.825
"2009-06-29",23.700001,0.85,8.5,7.27273,75,67.75,9.65,2.75
"2009-06-30",23.4,0.87,8.55,7.22727,73.25,66.25,9.8,2.675
"2009-07-02",22.9,0.86,8.1,7.09091,69.5,65,9.55,2.625
"2009-07-03",22.700001,0.86,7.9,7.09091,70.5,65,9.35,2.675
"2009-07-06",227,8.6,7.9,6.44628,70.5,65,9.35,2.675
"2009-07-08",22.200001,0.85,8.05,6.90909,68.25,63.5,9.05,2.725
"2009-07-09",22.700001,0.85,8.2,6.90909,68.25,64.5,9,2.75
"2009-07-10",21.6,0.83,8.05,6.72727,65.5,63.5,8.7,2.65
"2009-07-13",21.5,0.83,8,6.45455,64.25,62,8.65,2.625
"2009-07-14",22.200001,0.84,8.1,6.68182,68.25,64.5,8.8,2.675
"2009-07-15",22.299999,0.855,8.25,6.68182,71.75,66.25,9.05,2.7
"2009-07-16",22.1,0.865,8.35,6.5,71,65.25,8.8,2.675
"2009-07-17",22.200001,0.88,8.3,6.68182,73.25,67,9.2,2.725
"2009-07-20",23.700001,0.905,8.5,6.95455,74.75,68.75,9.5,2.825
"2009-07-21",23.299999,0.9,8.35,6.95455,75.25,67.75,9.25,2.875
"2009-07-22",22.6,0.875,8.15,7.40909,73.25,66.5,9,2.725
"2009-07-23",23.200001,0.895,8.25,7.31818,74.75,68.75,9.2,2.8
"2009-07-24",23.299999,0.9,8.1,7.45455,75,68.5,9.15,3.025
"2009-07-27",23.6,0.89,8.1,7.59091,76.25,69.75,9.15,3
"2009-07-28",23.799999,0.89,8.1,7.63636,78,72,9.15,3.15
"2009-07-29",23.5,0.885,8.2,7.59091,76.25,70.75,9.15,3.275
"2009-07-30",24,0.885,8.55,7.68182,76.5,71.75,9.25,3.3
"2009-07-31",23.9,0.89,8.35,7.68182,77.25,72.5,9.25,3.2
"2009-08-03",24.799999,0.905,8.35,8,80.25,75.25,9.6,3.25
"2009-08-04",25,0.89,8.3,7.86364,80,75,10,3.225
"2009-08-05",24.799999,0.895,8.35,7.77273,80.5,74,10.2,3.275
"2009-08-06",25.6,0.9,8.5,7.77273,81,74.5,10.85,3.5
"2009-08-07",25.1,0.895,8.45,7.81818,79,73.75,10.5,3.7
"2009-08-10",25.1,0.895,8.45,7.81818,78.25,73,10.8,3.775
"2009-08-11",25,0.96,8.45,7.72727,77.75,71,10.5,3.775
"2009-08-13",25.4,0.95,8.85,8.27273,78.75,72.75,10.7,3.85
"2009-08-14",25,1.02,8.95,8.22727,78.75,72,11.3,3.85
"2009-08-17",23.5,0.96,8.5,8.18182,76.75,69.5,10.95,3.675
"2009-08-18",23.700001,0.98,8.55,8.09091,78.5,71.5,10.8,3.6
"2009-08-19",23.200001,1.05,8.5,8.27273,76.25,71.25,10.45,3.4
"2009-08-20",23.6,1.19,8.5,8.72727,77.5,72.5,10.5,3.4
"2009-08-21",23.700001,1.22,8.45,9.36364,78,72.25,10.5,3.55
"2009-08-24",24.4,1.21,8.45,9.09091,78.25,74.25,10.45,3.725
"2009-08-25",24.700001,1.21,8.4,9.63636,76.75,73.5,10.35,3.8
"2009-08-26",24.6,1.24,8.35,9.90909,76.75,72.25,10.7,3.875
"2009-08-27",24.4,1.18,8.35,10.1818,76,71.5,10.45,3.775
"2009-08-28",24.700001,1.19,8.35,10.1818,76.75,73,10.4,3.75
"2009-08-31",24.4,1.19,8.35,9.63636,77,72.5,10.45,3.65
"2009-09-01",24.299999,1.18,8.6,9.54545,76.75,73.5,10.45,3.65
"2009-09-02",23.799999,1.22,8.55,9.45455,76.75,73.5,10.5,3.65
"2009-09-03",24,1.23,8.75,9.36364,77.25,73.5,10.55,3.8
"2009-09-04",24,1.22,8.7,9.45455,76.5,72.5,10.65,3.725
"2009-09-07",24.5,1.22,8.7,9.63636,78.75,74.25,11.15,3.775
"2009-09-08",25.299999,1.22,8.75,9.72727,82,76.75,11,3.9
"2009-09-09",26,1.23,8.6,9.63636,81.75,76.75,11.3,3.95
"2009-09-10",26.4,1.21,8.75,9.63636,82.25,77,11.5,4.025
"2009-09-11",26.5,1.23,8.85,9.72727,81.75,78,11.55,4.4
"2009-09-14",25.700001,1.23,8.75,9.54545,81,77,11.4,4.275
"2009-09-15",26.5,1.23,9,9.81818,79.75,76.75,11.5,4.225
"2009-09-16",26.6,1.32,9.2,9.72727,80.5,77.25,11.55,4.275
"2009-09-17",26.5,1.3,9.45,9.72727,80.25,78,11.9,4.3
"2009-09-18",26.6,1.31,9.45,10.3636,81.75,78.75,12.05,4.275
"2009-09-21",26.4,1.31,9.4,10.5455,81,77.75,12,4.275
"2009-09-22",26.700001,1.36,9.65,10.9091,82.5,78.25,12.05,4.375
"2009-09-23",26.799999,1.36,9.9,11.4545,83.5,79.75,11.75,4.45
"2009-09-24",26.5,1.33,10.1,11.1818,84.75,81.75,11.55,4.35
"2009-09-25",26.200001,1.29,10.05,10.9091,83.75,81.25,11.4,4.275
"2009-09-28",25.700001,1.23,9.8,10.5455,82.75,79.25,11.4,4.175
"2009-09-29",25.9,1.24,10.1,11.3636,84.5,80.75,11.7,4.225
"2009-09-30",26.200001,1.29,10.05,11.2727,85,82.5,11.65,4.225
"2009-10-01",26.299999,1.32,9.95,11.2727,88,85.5,12.05,4.25
"2009-10-02",26.1,1.3,10.05,11.5455,86.25,84.25,12.35,4.275
"2009-10-05",25.799999,1.29,9.95,11.1818,85.75,83.75,12.25,4.25
"2009-10-06",26.4,1.34,10,10.9091,87.5,87.25,12.4,4.3
"2009-10-07",26.799999,1.34,10,10.8182,89.75,89.5,12.35,4.35
"2009-10-08",26.700001,1.34,9.95,11,89.5,89,12.3,4.525
"2009-10-09",26.9,1.38,9.95,11,89.75,90.5,12.1,4.475
"2009-10-12",27,1.43,10.15,11.1818,91.5,90,12.1,4.4
"2009-10-13",27.299999,1.39,9.95,11.1818,89.75,89,12,4.4
"2009-10-14",26.700001,1.32,9.95,10.7273,87,86.5,11.75,4.2
"2009-10-15",25.5,1.25,9.25,10.2727,81.75,80.75,11.45,3.775
"2009-10-16",26.200001,1.3,9.6,10.5455,84,83.75,11.7,4.05
"2009-10-19",26.5,1.34,9.55,10.8182,85,86.5,11.7,4.2
"2009-10-20",26.1,1.34,9.5,10.5455,85,85.75,11.55,4.125
"2009-10-21",25.6,1.32,9.45,10.1818,84,84,11.2,4.1
"2009-10-22",25.5,1.3,9.3,9.90909,81.5,81.75,11.15,4
"2009-10-26",25.799999,1.3,9.15,10.0909,82,82,11.2,3.95
"2009-10-27",25.700001,1.3,9.4,10.0909,82.5,82.75,11.15,4.05
"2009-10-28",25.1,1.3,9.35,9.81818,80.5,81.75,11,3.9
"2009-10-29",24.299999,1.27,9.4,9.45455,78.25,79,10.7,3.8
"2009-10-30",24,1.29,9.5,9.72727,77.25,77.75,10.85,3.85
"2009-11-02",23.299999,1.3,9.45,9.63636,77.75,78.5,10.8,3.9
"2009-11-03",22.799999,1.28,9.6,9.63636,76.5,76.25,10.75,3.8
"2009-11-04",23.6,1.28,9.65,10.0909,80,79.25,10.8,3.875
"2009-11-05",23.4,1.28,9.55,9.90909,78.75,78.75,11,3.8
"2009-11-06",24.299999,1.29,9.55,10.2727,83,81.75,11.25,3.9
"2009-11-09",25.200001,1.32,9.85,10.5455,83.5,82.75,11.75,4
"2009-11-10",24.799999,1.38,9.85,10.2727,82.5,82.5,11.4,3.95
"2009-11-11",25,1.38,10,10.4545,84,83,11.3,3.975
"2009-11-12",23.6,1.35,9.7,10.0909,81.75,81.5,11,3.825
"2009-11-13",23.6,1.3,10.45,10,81.75,82,11.15,3.875
"2009-11-16",23.799999,1.3,11,10.0909,82.75,82.75,10.95,3.85
"2009-11-17",23.9,1.28,10.75,9.81818,83.5,83.75,10.95,3.825
"2009-11-18",23.9,1.28,10.65,9.63636,84.25,85.5,11.05,3.825
"2009-11-19",23.299999,1.28,10.65,9.63636,83,84,10.95,3.75
"2009-11-20",23.1,1.28,10.45,9.45455,81.5,82.5,11,3.8
"2009-11-23",22.9,1.27,10.65,9.72727,78.75,80.75,10.6,3.825
"2009-11-24",22.1,1.24,10.55,9.36364,78.75,80.25,10.05,3.65
"2009-11-25",22.9,1.27,10.6,9.72727,81,83.25,10.25,3.775
"2009-11-26",22.299999,1.24,10.5,9.63636,79.25,82.25,10.25,3.675
"2009-11-27",22.200001,1.23,10.4,9.45455,78.5,81.25,10.1,3.675
"2009-11-30",22.4,1.3,10.4,9.81818,84.75,86,10,3.725
"2009-12-01",23.700001,1.28,10.8,9.72727,84,85.5,10.4,3.775
"2009-12-02",22.5,1.26,10.7,9.54545,82,83.5,10.25,3.8
"2009-12-03",22.700001,1.27,10.85,9.81818,86.75,85,10.3,3.875
"2009-12-04",22.200001,1.25,10.75,9.00826,84.75,83.5,10.3,3.925
"2009-12-08",22.1,1.25,10.65,10.1818,85.75,83.75,10.45,3.85
"2009-12-09",22.1,1.23,10.75,10.1818,84,83,10.25,3.825
"2009-12-11",22.200001,1.27,10.8,10.4545,85.75,84,10.3,3.9
"2009-12-14",22.5,1.26,11.5,10.6364,86,84.25,10.35,3.95
"2009-12-15",22.700001,1.26,11.55,10.5455,85.5,83.5,10.3,3.95
"2009-12-16",22.799999,1.26,12,10.3636,85.5,84.5,10.25,4
"2009-12-17",22.799999,1.25,11.8,10.0909,85,84.5,10.35,3.95
"2009-12-18",22.700001,1.27,11.75,10.3636,83.75,83.5,10.25,3.925
"2009-12-21",22.9,1.25,11.6,10.3636,83.5,83.25,10.05,3.875
"2009-12-22",23.4,1.25,11.65,10.4545,85.5,84.5,10.2,3.85
"2009-12-23",24,1.26,11.7,10.4545,86.25,85,10.05,3.875
"2009-12-24",23.799999,1.26,11.75,9.58678,86,84.75,10,3.95
"2009-12-25",24.1,1.25,11.8,10.6364,86,85,10,4
"2009-12-28",24.4,1.27,12.05,10.5455,85.5,84.75,10.15,4
"2009-12-29",25,1.27,12.2,9.33884,86.5,85.5,10.2,3.975
"2009-12-30",24.6,1.28,12.4,10.2727,86.75,85,10.15,3.9
"2010-01-04",24.5,1.28,12.2,10.1818,85.25,84.5,10.15,3.875
"2010-01-05",24.4,1.27,11.95,10.2727,85,84.5,10.4,3.9
"2010-01-06",24.5,1.29,11.85,10.7273,85.5,85.75,10.8,3.95
"2010-01-07",24.4,1.32,11.75,11,86.75,86.75,10.8,4
"2010-01-08",24.6,1.32,12,11.1818,87.5,88,10.95,4
"2010-01-11",24.9,1.34,12,10.9091,87.25,87.5,10.9,4.025
"2010-01-12",24.700001,1.33,12.5,10.7273,87.25,88,10.85,3.975
"2010-01-13",24.6,1.32,12.2,10.7273,87.75,88,10.8,4.05
"2010-01-14",24.700001,1.32,12.15,10.8182,87.25,87.75,10.55,4.125
"2010-01-15",24.700001,1.3,12.25,10.5455,85.5,86.5,10.45,4.2
"2010-01-18",24.700001,1.34,12.15,9.66942,85.25,86,10.45,4.375
"2010-01-19",24.200001,1.31,12.05,10.3636,84,84.75,10.4,4.1
"2010-01-20",23.799999,1.3,12.1,10.0909,82.5,84,10.35,4.2
"2010-01-21",23.1,1.28,11.95,10.0909,81,82.5,10.2,4.1
"2010-01-22",22.9,1.26,11.8,10,80.25,82.25,10.15,4.075
"2010-01-25",22.6,1.26,12.05,9.90909,82.25,83.75,10.1,4.1
"2010-01-26",22.200001,1.24,11.8,9.90909,80.75,82,9.9,3.975
"2010-01-27",21.700001,1.23,11.3,9.36364,79.5,81.25,9.5,3.975
"2010-01-28",22,1.18,11.4,9.36364,79.5,81.5,9.4,3.8
"2010-01-29",22.299999,1.25,11.5,9.81818,79.75,82.5,9.4,3.9
"2010-02-01",22.4,1.2,11.55,9.90909,79.25,82.5,9.5,3.9
"2010-02-02",21.9,1.19,11.8,9.17355,79.5,81.75,9.45,3.85
"2010-02-03",22.5,1.21,11.9,10.2727,81.25,84,9.5,3.925
"2010-02-04",22.200001,1.2,11.95,10.0909,81,82.25,9.45,3.875
"2010-02-05",21.799999,1.16,11.65,10.0909,79,79.5,9.2,3.825
"2010-02-08",21.700001,1.14,11.75,9.81818,78.25,78.5,9.15,3.825
"2010-02-09",21.4,1.16,11.8,9.72727,78.5,79.5,9.3,3.85
"2010-02-10",21.6,1.16,11.85,9.72727,79.5,79.75,9.3,3.85
"2010-02-11",22,1.2,11.85,10,80.25,79.75,9.35,3.95
"2010-02-12",22.1,1.19,12,9.81818,80.25,79.75,9.4,4
"2010-02-15",21.6,1.19,11.85,9.72727,78.25,77.75,9.4,3.925
"2010-02-16",21.6,1.18,11.9,9.63636,80.5,79,9.3,3.875
"2010-02-17",21.799999,1.2,12.05,9.54545,81,80,9.4,3.875
