"","PTT.BK","KTC.BK","CPALL.BK","MINT.BK","SCB.BK","KBANK.BK","CPN.BK","AOT.BK"
"2007-03-21",20.4,2.5,2.85,8.92562,68.5,62.5,12,6.05
"2007-03-22",20.6,2.48,2.825,9.00826,69,64,12.1,6.2
"2007-03-23",20.6,2.49,2.875,9.09091,71,65,12.1,6.2
"2007-03-26",20.799999,2.49,2.9,9.00826,70.5,65.5,11.9,6.15
"2007-03-27",20.799999,2.44,2.9,9.09091,69.5,66.5,11.85,5.95
"2007-03-28",20.6,2.47,2.85,9.09091,67,65.5,11.8,5.75
"2007-03-29",20.799999,2.5,2.9,9.17355,67.5,65,11.8,5.8
"2007-03-30",20.799999,2.5,3,9.09091,68,65,11.8,5.8
"2007-04-02",21,2.46,2.9,9.17355,68.5,65,11.8,5.8
"2007-04-03",20.799999,2.43,2.95,9.17355,69,67,12.15,5.8
"2007-04-04",20.799999,2.41,3.025,9.09091,71.5,69.5,12.25,5.95
"2007-04-05",20.799999,2.38,3.1,9.00826,71,68.5,12.1,6
"2007-04-09",20.799999,2.35,3.125,9.00826,70.5,68.5,12.15,5.95
"2007-04-10",20.799999,2.32,3.25,9.09091,71.5,69,12.25,6
"2007-04-11",21.6,2.33,3.35,8.92562,69.5,69,12.5,6
"2007-04-12",21.6,2.33,3.325,9.00826,67.5,68,12.5,5.8
"2007-04-17",21.6,2.32,3.4,9.00826,68,68,12.5,5.85
"2007-04-18",21.4,2.31,3.35,9.00826,68,68,12.63,5.9
"2007-04-19",21.200001,2.27,3.35,8.92562,67.5,66.5,12.35,5.9
"2007-04-20",21.200001,2.23,3.35,8.84298,67.5,67,12.45,5.9
"2007-04-23",21,2.22,3.35,9.00826,67.5,67,12.63,5.9
"2007-04-24",20.799999,2.22,3.35,8.92562,67.5,67,12.4,5.85
"2007-04-25",21,2.22,3.35,9.00826,67.5,67.5,12.63,5.9
"2007-04-26",21.4,2.21,3.35,9.09091,66.5,67,12.5,5.95
"2007-04-27",21.6,2.28,3.525,9.09091,66,67,12.75,5.95
"2007-04-30",22,2.32,3.7,9.33884,66.5,67.5,13.375,5.95
"2007-05-02",22.4,2.33,3.775,9.58678,67,68,13.63,5.95
"2007-05-03",23,2.33,3.875,9.83471,66.5,68,13,6.1
"2007-05-04",23.6,2.36,4,10,67,68,12.88,6
"2007-05-08",22.799999,2.36,4.125,9.66942,66,68,12.88,5.95
"2007-05-09",22.799999,2.3,4,9.83471,64.5,65.5,12.75,5.95
"2007-05-10",22.799999,2.32,3.95,10,64.5,64,12.5,5.9
"2007-05-11",22.799999,2.27,3.9,10.2479,65,64.5,12.5,5.9
"2007-05-14",23.200001,2.27,4,10,65.5,65.5,12.4,5.8
"2007-05-15",23.200001,2.3,4.275,9.75207,66,65.5,12.75,5.65
"2007-05-16",23.6,2.25,4.5,9.66942,66.5,65.5,12.875,5.75
"2007-05-17",23.799999,2.24,4.375,9.66942,67,66,13.13,5.8
"2007-05-18",24,2.26,4.875,9.75207,67,66.5,12.75,5.8
"2007-05-21",24.6,2.25,5.05,9.75207,67,66,12.63,5.75
"2007-05-22",24.6,2.24,4.925,9.91736,68,67.5,12.75,5.9
"2007-05-23",24.6,2.24,5,9.91736,66.5,66.5,12.875,5.8
"2007-05-24",24.4,2.19,4.95,9.75207,65,65.5,12.5,5.7
"2007-05-25",24.200001,2.17,4.875,9.75207,65,65.5,12.5,5.6
"2007-05-28",24.799999,2.22,4.925,9.75207,65.5,66.5,12.5,5.85
"2007-05-29",25,2.13,4.95,9.75207,66.5,66,12.25,5.65
"2007-05-30",25.4,2.15,5,9.83471,69,68,12,5.7
"2007-06-01",25.799999,2.18,5,10.1653,73.5,71,12.4,5.85
"2007-06-04",27,2.24,4.975,10.3306,73,73,12.63,5.95
"2007-06-05",26.6,2.2,4.925,10.4959,70.5,71.5,12.15,5.85
"2007-06-06",26.799999,2.22,4.975,10.4959,70,70,12.1,5.75
"2007-06-07",27,2.22,4.925,10.5785,69.5,70.5,11.8,5.75
"2007-06-08",26.4,2.24,4.9,10.4132,68.5,69.5,12.05,5.75
"2007-06-11",26.200001,2.24,4.925,10.4132,69,70,12.25,5.85
"2007-06-12",25.799999,2.24,4.95,10.3306,69,69.5,12.15,5.8
"2007-06-13",24.799999,2.24,4.875,9.91736,67,67.5,12,5.7
"2007-06-14",25.200001,2.25,4.9,10.1653,68.5,67.5,12.25,5.75
"2007-06-15",26,2.24,4.9,10.4132,70,68.5,12.45,5.85
"2007-06-18",27,2.31,4.875,10.5785,71.5,70,12.5,5.85
"2007-06-19",26.6,2.26,4.925,10.5785,71.5,71,12.3,5.95
"2007-06-20",27.200001,2.33,4.925,10.8265,74,74,13.25,5.95
"2007-06-21",26.799999,2.4,4.875,11.157,75.5,74,13.25,6.05
"2007-06-22",26.6,2.5,4.9,11.8182,73.5,73,13.25,5.9
"2007-06-25",26.6,2.625,4.9,11.5702,71,71,12.75,5.85
"2007-06-26",26.799999,2.625,4.9,11.9835,71,71,13,5.95
"2007-06-27",27,2.65,4.9,11.5702,72,72.5,12.875,5.9
"2007-06-28",27,2.8,4.925,11.4876,73.5,74,13.13,5.9
"2007-06-29",27,2.825,4.925,11.2397,73,74,13.38,5.9
"2007-07-02",27.799999,2.75,5.35,11.405,75,76.5,13.63,6
"2007-07-03",28.4,2.85,6,11.5702,80,82,12.75,6.1
"2007-07-04",29,2.8,5.95,11.5702,80.5,83,13.5,6.3
"2007-07-05",28.4,2.8,5.9,11.3223,80.5,83.5,13.88,6.4
"2007-07-06",29.4,2.875,5.8,11.2397,80,84.5,13.88,6.45
"2007-07-09",29.6,2.825,6,11.405,81.5,86,14,6.5
"2007-07-10",30.799999,2.825,5.75,11.405,84.5,87.5,14.63,6.4
"2007-07-11",30.200001,2.8,5.4,11.3223,82.5,85,14.5,6.35
"2007-07-12",29.799999,2.8,5.5,11.405,82,83,14.75,6.4
"2007-07-13",30.6,2.8,5.6,11.157,84.5,85,15,6.6
"2007-07-16",30.799999,2.8,5.55,10.9091,82.5,83.5,15.5,6.55
"2007-07-17",30.799999,2.75,5.6,11.2397,82,84,15.38,6.3
"2007-07-18",31,2.775,5.8,11.2397,81.5,83.5,16.629999,6.2
"2007-07-19",30.799999,2.775,5.75,11.4876,80,81.5,16.25,6.2
"2007-07-20",30.6,2.775,5.9,11.7355,82.5,85.5,16.375,6.25
"2007-07-23",31,2.8,6.15,11.8182,84.5,85,17,6.25
"2007-07-24",32.799999,2.9,6.05,12.8099,84.5,87,18.5,6.4
"2007-07-25",32.799999,2.875,6.15,13.0578,84.5,86.5,17.875,6.35
"2007-07-26",33.200001,2.825,6.2,12.9752,83,83.5,18.5,6.4
"2007-07-27",32.200001,2.85,5.9,12.7273,80.5,82.5,17.5,6.25
"2007-07-31",31.4,2.825,6,13.1405,82,82.5,17,6.45
"2007-08-01",30.6,2.65,5.65,12.2314,79,79.5,16,6.25
"2007-08-02",30.200001,2.6,5.7,11.9835,79.5,81.5,14.5,6.5
"2007-08-03",30.200001,2.7,5.85,12.314,80.5,81,14.63,6.4
"2007-08-06",29.200001,2.575,5.7,12.314,79.5,79.5,14.5,6.25
"2007-08-07",29.200001,2.625,5.65,12.0661,78.5,79.5,14.5,6.2
"2007-08-08",30.4,2.65,5.7,12.2314,79,80,14.63,6.3
"2007-08-09",29.4,2.65,5.8,11.9835,76.5,78.5,14,6.25
"2007-08-10",29,2.675,5.55,11.157,75,78,13.75,6.15
"2007-08-14",27.799999,2.7,5.45,11.2397,74,75,14.375,6.05
"2007-08-15",27.4,2.7,5.05,10.8265,72,72,13.63,5.9
"2007-08-16",27,2.675,4.875,10.3306,69,69.5,13.25,5.7
"2007-08-17",27.200001,2.7,4.95,10.6612,69.5,72,12.875,5.7
"2007-08-20",28.799999,2.85,5.35,11.9008,75,75.5,13.63,5.8
"2007-08-21",27.6,2.8,5.1,11.5702,73,73.5,13,5.55
"2007-08-22",28.799999,2.875,5.35,11.7355,76,76,13.75,5.8
"2007-08-23",28.799999,2.85,5.45,11.5702,76.5,77,14.38,5.85
"2007-08-24",29,2.725,5.3,11.5702,75.5,76.5,14.25,5.7
"2007-08-27",28.799999,2.775,5.3,11.7355,77,77,14.38,5.65
"2007-08-28",28.6,2.775,5.3,11.7355,76.5,77.5,14,5.55
"2007-08-29",29,2.8,5.5,11.6529,77.5,77.5,14.5,5.65
"2007-08-30",29.200001,2.85,5.45,11.4876,77.5,76.5,15,5.6
"2007-08-31",30.6,2.9,5.45,11.5702,78.5,79,15.25,5.8
"2007-09-03",31.200001,2.85,5.5,11.9835,79,79.5,14.5,5.9
"2007-09-04",30.799999,2.85,5.4,11.9835,79,78.5,14.63,5.9
"2007-09-05",31.4,2.8,5.35,11.9835,79,78.5,14.63,5.8
"2007-09-06",31.4,2.9,5.4,11.5702,77.5,77.5,14.5,5.75
"2007-09-07",31.200001,2.9,5.35,11.6529,75.5,76,14.25,5.7
"2007-09-10",31.200001,2.9,5.25,11.4876,74,74.5,14,5.6
"2007-09-11",31.4,2.875,5.35,11.2397,74.5,75.5,13.75,5.55
"2007-09-12",31.4,2.85,5.4,11.6529,74.5,74.5,14.13,5.7
"2007-09-13",32,2.75,5.45,11.7355,74,75,13.875,5.65
"2007-09-14",32.400002,2.85,5.4,11.9008,74.5,74.5,13.75,5.8
"2007-09-17",31.4,2.9,5.45,11.8182,73,73.5,13,5.85
"2007-09-18",31.200001,2.9,5.5,11.9008,72.5,73,12.88,5.8
"2007-09-19",31.799999,2.9,5.55,11.9008,74.5,75,12.5,5.9
"2007-09-20",32,2.8,5.45,12.0661,74.5,75,12.75,5.8
"2007-09-21",33.200001,2.775,5.5,12.7273,77,78,12.875,5.9
"2007-09-24",33.200001,2.775,5.5,12.8099,79.5,79,12.88,6
"2007-09-25",33,2.775,5.5,12.6446,79,79,13.38,5.9
"2007-09-26",33.400002,2.8,5.55,12.8926,80,81.5,14,6.05
"2007-09-27",33.400002,2.8,5.65,12.8099,79,81.5,14.25,6.1
"2007-09-28",33.599998,2.825,5.65,12.7273,79,81,13.875,6.2
"2007-10-01",33.799999,2.775,5.65,12.6446,79,81.5,14.13,6.35
"2007-10-02",33.200001,2.8,5.65,12.7273,82,83,14.38,6.45
"2007-10-03",33,2.8,5.6,13.0578,80.5,84,14,6.4
"2007-10-04",32.400002,2.8,5.6,12.8926,80.5,84,13.75,6.4
"2007-10-05",32.799999,2.8,5.6,13.0578,81.5,85,13.75,6.4
"2007-10-08",33.400002,2.8,5.65,13.5537,82.5,85.5,13.75,6.45
"2007-10-09",34,2.8,5.65,13.719,82,85.5,13.75,6.5
"2007-10-10",33.799999,2.85,5.65,14.1322,83,86,14.5,6.25
"2007-10-11",34.799999,2.9,5.6,14.9587,84,86.5,14.5,6.25
"2007-10-12",35.200001,2.925,5.55,15.124,83,86,14.25,6.2
"2007-10-15",36.599998,2.9,5.4,15.124,83,85.5,13.75,6.2
"2007-10-16",38.599998,2.85,5.2,14.7107,82,84,13,6.15
"2007-10-17",37.799999,2.85,5.25,14.6281,80.5,83,13.25,6.15
"2007-10-18",36.799999,2.8,5.15,14.876,80.5,82,12.875,6.25
"2007-10-19",37.200001,2.9,5.15,14.7107,81,81.5,13,6.2
"2007-10-22",36.400002,2.9,5,14.2149,79,78.5,12.88,6.2
"2007-10-24",37,2.85,5.15,13.9669,81.5,80,13.25,6.2
"2007-10-25",39.400002,2.85,5.15,14.4628,84.5,83.5,13.13,6.3
"2007-10-26",40.799999,2.825,5.15,14.4628,83.5,83.5,12.875,6.1
"2007-10-29",44,2.85,5.2,14.7934,86.5,85.5,12.875,6.15
"2007-10-30",42.799999,2.8,5.15,14.6281,89.5,87,13,6.2
"2007-10-31",41.599998,2.925,5.05,14.7107,95,89.5,12.875,6.1
"2007-11-01",41.599998,28.25,5.05,14.6281,93,89.5,13.13,6.25
"2007-11-02",40.400002,2.825,5.05,14.4628,90,88,13,6.3
"2007-11-05",38.599998,2.85,5,14.2975,84.5,85,13.25,6.15
"2007-11-06",40.400002,28.25,5,14.3802,87.5,87,13.5,6.25
"2007-11-07",40,2.9,5,13.9669,86.5,86,13.25,6.2
"2007-11-08",39.599998,2.9,4.975,13.719,85,84,13.13,6.25
"2007-11-09",40,2.9,4.975,13.719,83.5,83.5,13,6.25
"2007-11-12",38.599998,2.975,4.925,13.719,84.5,83.5,12.5,6.2
"2007-11-13",38,2.925,4.8,13.719,85,83.5,12.5,6.2
"2007-11-14",37.799999,2.925,4.875,14.2975,87.5,85,12.3,6.4
"2007-11-15",37.799999,2.925,4.9,14.2149,86,84,12.15,6.4
"2007-11-16",37.200001,2.925,4.775,14.4628,88,84,12,6.45
"2007-11-19",36.200001,2.925,4.625,13.8843,85,82.5,11.7,6.3
"2007-11-20",36.599998,2.925,4.75,13.6364,85,84,11.5,6.2
"2007-11-21",35,2.95,4.7,13.3058,81.5,80,10.8,6
"2007-11-22",35.599998,2.95,4.65,12.9752,82,80,10.95,5.85
"2007-11-23",36,2.95,4.7,13.4711,82.5,81.5,11.2,6
"2007-11-26",37,2.95,4.75,13.4711,84,83,11.45,6.05
"2007-11-27",36.400002,2.9,4.7,13.3884,82.5,82,11.35,5.9
"2007-11-28",36.400002,2.875,4.775,12.8099,82,82.5,12,5.8
"2007-11-29",37.400002,3,4.8,13.4711,85.5,85,12.3,5.75
"2007-11-30",38,3.05,4.775,13.8017,86,86,12,5.7
"2007-12-03",35.799999,2.975,4.8,13.8017,83,83,11.6,5.8
"2007-12-04",35.599998,3.025,4.75,13.719,82,83,11.85,5.85
"2007-12-06",36.599998,3,4.6,13.8843,83.5,85.5,12.2,5.75
"2007-12-07",35.599998,3.025,4.775,13.6364,83.5,84.5,12.5,5.75
"2007-12-11",36.400002,3.025,4.75,14.0496,84,84.5,12.25,5.65
"2007-12-12",36,2.95,4.7,13.8843,83,82.5,11.85,5.55
"2007-12-13",36.799999,2.95,4.6,13.3884,81,81,11.8,5.5
"2007-12-14",368,2.925,4.625,13.6364,80.5,80.5,11.75,5.55
"2007-12-17",368,3,4.575,13.3058,79,79.5,11.25,5.5
"2007-12-18",35.799999,2.925,4.525,13.6364,79,79.5,11.4,5.65
"2007-12-19",34,2.9,4.575,13.4711,80,81.5,11.9,5.65
"2007-12-20",33,2.925,4.65,13.3058,79,80,11.55,5.65
"2007-12-21",34.599998,3,4.7,14.2149,81,81.5,12.3,5.8
"2007-12-24",346,30,4.7,14.2149,81,81.5,12.3,5.8
"2007-12-25",36.799999,3,4.975,14.2149,84.5,85.5,12.5,5.85
"2007-12-26",36.799999,29.5,4.95,14.3802,85.5,85.5,12.35,5.8
"2007-12-27",37.200001,3,5.35,14.7107,86,86.5,12.45,5.7
"2007-12-28",37.599998,3.1,5.45,15.0413,86.5,87,12.5,5.75
"2008-01-02",36.799999,3.05,5.35,14.7107,84,84,12.1,5.65
"2008-01-03",36,2.975,5.25,14.4628,81,82.5,11.8,5.65
"2008-01-04",34.599998,2.95,5.35,13.8843,80.5,80.5,11.6,5.55
"2008-01-07",33.400002,29,5.15,13.9669,80,80.5,11.5,5.55
"2008-01-08",33.599998,2.95,5.1,14.0496,81,82,11.9,5.6
"2008-01-09",34.799999,28.5,5.15,14.4628,82,82.5,12,5.65
"2008-01-10",33.200001,2.925,4.975,14.4628,80,80,11.7,5.55
"2008-01-11",32.599998,2.925,4.875,14.3802,79,79.5,11.7,5.5
"2008-01-14",32,2.9,4.95,13.719,79,79,11.55,5.4
"2008-01-15",30.799999,2.9,4.875,12.9752,77,78.5,11.45,5.3
"2008-01-16",30.4,2.9,4.925,12.3967,77,79,11.05,5.25
"2008-01-17",32,2.8,4.925,13.0578,79.5,81.5,11.15,5.35
"2008-01-18",32,2.75,4.875,12.9752,81.5,82.5,11.05,5.2
"2008-01-21",29.6,2.7,4.975,12.562,79.5,80.5,10.95,5.1
"2008-01-22",29.200001,2.7,5,12.0661,76,78,10.25,5
"2008-01-23",29.4,2.6,4.925,12.1488,73.5,77.5,10.1,5
"2008-01-24",28.799999,2.6,4.925,11.4876,72,75.5,9.9,5
"2008-01-25",31.4,2.575,5,12.314,75.5,79,10.1,5.1
"2008-01-28",30.4,2.575,5.1,12.2314,74.5,76.5,10,5
"2008-01-29",31,2.5,5.1,12.314,75,77,10.15,5.15
"2008-01-30",31.200001,2.6,5.35,12.314,75,79,10.15,5.25
"2008-01-31",32.599998,2.6,5.4,12.6446,76,83,11.5,5.4
"2008-02-01",33.799999,2.575,5.55,13.4711,82,85.5,12.63,5.75
"2008-02-04",32.799999,2.6,5.65,13.2231,84.5,86,12.45,5.6
"2008-02-05",32.599998,2.5,5.5,13.2231,86.5,87.5,12.25,5.7
"2008-02-06",31.6,2.48,5.35,12.8926,85,85,12.05,5.7
"2008-02-07",31,2.5,5.4,13.0578,85,85.5,12.2,5.65
"2008-02-08",31.799999,2.49,5.5,13.0578,85.5,86.5,13.25,5.75
"2008-02-11",31.6,2.44,5.45,12.9752,86.5,86.5,12.75,5.55
"2008-02-12",32.400002,2.39,5.5,12.8926,89.5,90,13,5.65
"2008-02-13",33,2.41,5.4,13.0578,89,91.5,13.63,5.6
"2008-02-14",33.200001,2.4,5.4,13.0578,88,90,13.38,5.55
"2008-02-15",32.799999,2.32,5.4,13.8017,87,88.5,13.75,5.6
"2008-02-18",32.599998,2.33,5.45,13.3884,88,88,13.88,5.9
"2008-02-19",33.200001,2.32,5.5,14.0496,88.5,89.5,14.88,5.85
"2008-02-20",33.200001,2.23,5.5,13.6364,87,87.5,14.25,5.65
"2008-02-22",32.799999,2.27,5.4,13.4711,87,87.5,13.75,5.75
"2008-02-25",33.599998,2.25,5.35,13.3058,88.5,88.5,13.875,5.65
"2008-02-26",33.400002,2.19,5.35,13.2231,89,87.5,13.75,5.65
"2008-02-27",33.400002,2.21,5.3,13.6364,87.5,87.5,13.25,5.65
"2008-02-28",34,2.22,5.4,13.719,86.5,86.5,13.5,5.75
"2008-02-29",34.200001,2.27,5.5,13.719,87.5,88,14.13,5.7
"2008-03-03",33.599998,2.4,5.5,13.8843,87,87.5,14.63,5.85
"2008-03-04",33,2.37,5.55,13.8843,85.5,86.5,14,5.8
"2008-03-05",32.200001,2.39,5.6,13.8843,86.5,87,13.63,5.7
"2008-03-06",32.400002,2.37,5.6,14.0496,89,88.5,13.875,5.7
"2008-03-07",32.400002,2.36,5.5,13.8843,88,87.5,13.75,5.65
"2008-03-10",32,2.34,5.4,13.4711,87,85,13.875,5.7
"2008-03-11",33,2.39,5.5,13.4711,89,87,14,5.65
"2008-03-12",33.799999,2.38,5.45,13.5537,89,86.5,14.38,5.75
"2008-03-13",33.200001,2.37,5.35,13.719,87,84,13.63,5.65
"2008-03-14",33.400002,2.37,5.4,13.6364,86.5,85,13.5,5.65
"2008-03-17",32.799999,2.35,5.4,13.3884,84.5,84,13.5,5.55
"2008-03-18",32.400002,2.37,5.4,13.6364,88,86,14.25,5.65
"2008-03-19",32,2.36,5.45,13.5537,88.5,86,14.38,5.7
"2008-03-20",31.4,2.35,5.45,13.6364,88,85,13.75,5.6
"2008-03-21",31.200001,2.36,5.4,13.6364,89,86,13.63,5.7
"2008-03-24",31.200001,2.37,5.4,13.719,89,88,13.75,5.7
"2008-03-25",32.200001,2.4,5.4,13.5537,93.5,90,13.63,5.7
"2008-03-26",31.6,2.27,5.35,13.8843,93,90,13.63,5.65
"2008-03-27",32,2.3,5.3,13.8017,93,90,13.88,5.7
"2008-03-28",32.200001,2.32,5.25,13.6364,94.5,90.5,13.75,5.75
"2008-03-31",31.6,2.33,5.2,13.9669,90.5,90,14.13,5.7
"2008-04-01",32,2.33,5.35,14.4628,91.5,91,13.88,5.65
"2008-04-02",32,2.35,5.3,14.3802,93.5,92.5,14.25,5.65
"2008-04-03",32,2.36,5.3,14.4628,92,92,14.375,5.65
"2008-04-04",31.799999,2.35,5.1,14.4628,90.5,91,14.5,5.65
"2008-04-08",32,2.35,5.1,14.1322,90.5,91.5,14.25,5.65
"2008-04-09",31.799999,2.34,5.05,13.8017,89,91.5,14,5.6
"2008-04-10",31.6,2.33,5.05,13.5537,90.5,89.5,14,5.55
"2008-04-11",31.799999,2.4,5.2,13.8017,91.5,90,14.13,5.65
"2008-04-16",32.200001,2.37,5.25,13.8017,93.5,92.5,14.375,5.6
"2008-04-17",33.200001,2.37,5.25,13.719,94,92.5,14.375,5.45
"2008-04-18",33.400002,2.37,5.2,13.6364,94,93,14.5,5.45
"2008-04-21",33.400002,2.4,5.15,13.4711,92,91,14.5,5.45
"2008-04-22",34.599998,2.38,5.2,13.4711,92,91,14.375,5.5
"2008-04-23",33.799999,2.39,5.2,13.3884,90,89.5,13.75,5.4
"2008-04-24",33.400002,2.39,5.25,13.3058,89.5,89,13.75,5.35
"2008-04-25",33.200001,2.39,5.05,13.5537,88.5,87,14,5.3
"2008-04-28",34,2.38,5.1,13.3884,88,87,13.875,5.4
"2008-04-29",33.799999,2.36,5.1,13.3058,89,87.5,13.88,5.5
"2008-04-30",33.400002,2.36,5.1,13.2231,89,87.5,14.375,5.5
"2008-05-02",34,2.36,5.25,13.4711,91.5,89.5,14.38,5.5
"2008-05-06",34.400002,2.34,5.2,13.6364,92,89,14.25,5.55
"2008-05-07",34.799999,2.34,5.2,14.3636,90.5,87.5,13.75,5.55
"2008-05-08",35.200001,2.33,5.2,14.6364,89.5,87.5,13.5,5.5
"2008-05-09",35.200001,2.32,5.25,14.6364,89,86.5,13.25,5.55
"2008-05-12",34.599998,2.32,5.2,14.6364,89,86,12.88,5.5
"2008-05-13",34,2.32,5.2,14.9091,91,87.5,12.75,5.55
"2008-05-14",34.599998,2.31,5.25,14.9091,91.5,87.5,12.4,5.5
"2008-05-15",35.200001,2.3,5.75,15,91,88,12.75,5.55
"2008-05-16",36.599998,2.3,5.7,14.8182,92.5,88.5,13.875,5.6
"2008-05-20",37.599998,2.29,5.55,14.8182,93.5,87.5,13.375,5.6
"2008-05-21",38,2.27,5.7,14.7273,97,90,13.375,5.6
"2008-05-22",37.200001,2.28,5.65,14.9091,99.5,89,13.25,5.55
"2008-05-23",37.200001,2.26,5.65,15,98,88.5,13.75,5.6
"2008-05-26",36,2.22,5.7,15,94,87,13.88,5.6
"2008-05-27",35.400002,2.18,5.75,14.9091,94,87.5,13.875,5.55
"2008-05-28",34,2.12,5.65,14.6364,91,86,13.375,5.6
"2008-05-29",34,2.35,5.75,14.7273,89.5,84.5,12.875,5.6
"2008-05-30",33.599998,2.29,5.5,15.0909,90,85,12.5,5.35
"2008-06-02",32.200001,2.2,5.6,14.9091,90,81,12.63,5.4
"2008-06-03",32.200001,2.18,5.65,14.9091,86.5,79,12.75,5.4
"2008-06-04",32.200001,2.18,5.75,14.9091,86.5,79.5,12.88,5.6
"2008-06-05",32.400002,2.17,5.75,14.8182,84,80,12.75,5.35
"2008-06-06",33.200001,2.19,5.7,14.8182,85,80.5,12.63,5.3
"2008-06-09",33,2.2,5.7,14.8182,81.5,77.5,12.75,5.25
"2008-06-10",32.400002,2.18,5.65,14.7273,80.5,76.5,12.45,5.2
"2008-06-11",32,2.16,5.55,14.3636,80,77,12.45,5.25
"2008-06-12",32.599998,2.16,5.7,13.4545,79,75,12.35,5.1
"2008-06-13",32,2.17,5.65,13.4545,77.5,73.5,12.1,5.15
"2008-06-16",31.6,2.17,5.7,13.4545,79.5,75,12,5.2
"2008-06-17",31.200001,2.17,5.7,13,78,73.5,11.75,5.05
"2008-06-18",30.200001,2.16,5.65,13.0909,78.5,72,11.85,5
"2008-06-19",29.200001,2.12,5.65,12.6364,76,68.5,11.55,4.875
"2008-06-20",30.799999,2.17,5.55,13,79.5,72,11.75,4.825
"2008-06-23",30.799999,2.17,5.6,12.8182,78,71,11.75,4.85
"2008-06-24",30,2.15,5.5,12.7273,77,70.5,11.7,4.775
"2008-06-25",30.6,2.2,5.4,13.1818,81.5,74,11.9,4.875
"2008-06-26",30.6,2.2,5.45,13,80,74.5,12,4.875
"2008-06-27",30.799999,21.6,5.35,12.9091,80,73,12,4.875
"2008-06-30",30.200001,2.2,5.35,12.7273,77.5,71,11.7,4.875
"2008-07-02",30.4,2.19,5.3,12.6364,75,68.5,11.25,4.7
"2008-07-03",29.799999,2.17,5.15,12.7273,73.5,66.5,10.95,4.225
"2008-07-04",29.799999,2.16,5.25,12.8182,74,67,10.75,4.4
"2008-07-07",29,2.15,5.25,12.5455,75,67,10.55,4.375
"2008-07-08",28.200001,2.16,5.45,12.5455,74,66.5,10.7,4.3
"2008-07-09",28.6,2.12,5.45,11.9091,73,66.5,10.75,4.375
"2008-07-10",29,2.11,5.3,12.4545,73,66.5,10.7,4.45
"2008-07-11",29.799999,2.14,5.3,12,74.5,68,10.8,4.6
"2008-07-14",28.6,2.13,5.15,12,75,66,10.6,4.6
"2008-07-15",27,2.04,5.1,11.7273,71,63,10.4,4.35
"2008-07-16",25,2.04,5,11.1818,68,61.5,9.45,4.4
"2008-07-18",23.799999,2.03,4.8,11.7273,72,63.5,9.45,4.2
"2008-07-21",26,2,5,12.2727,74.5,67.5,9.6,4.1
"2008-07-22",26.4,2,4.85,12.0909,75,66.5,9.4,4.1
"2008-07-23",26.4,2,4.95,12.4545,77,69.5,10.15,4.15
"2008-07-24",26.6,2,4.95,12.5455,76.5,69,10.85,4.15
"2008-07-25",26.200001,1.98,4.875,12.4545,75.5,66.5,10.65,4.075
"2008-07-28",25.4,1.95,4.9,12.4545,75.5,67,10.6,4.05
"2008-07-29",24.4,1.96,4.85,12.0909,75,66,10.15,4
"2008-07-30",23.6,1.94,4.92,11.8182,74.5,66,10.25,3.9
"2008-07-31",25,1.95,4.9,12,74.5,66.5,10,3.825
"2008-08-01",24.6,1.95,4.92,11.6364,76.5,68,10.2,3.825
"2008-08-04",24.6,1.95,4.9,11.3636,75.5,68,10,3.775
"2008-08-05",23.6,1.92,4.92,11.5455,75.5,68.5,9.85,3.775
"2008-08-06",24,1.92,4.92,11.9091,78,71.5,10,3.825
"2008-08-07",26.4,2.03,5.05,12.3636,81,74.5,10.75,3.975
"2008-08-08",25.6,2,4.95,12.0909,79.5,72,10.25,3.875
"2008-08-11",26.6,1.94,5,12.5455,82.5,75.5,10.7,3.95
"2008-08-13",26.4,19.5,5,12.8182,83.5,77.5,10.8,3.975
"2008-08-14",26.799999,1.92,5.45,12.7273,82.5,76.5,10.65,4
"2008-08-15",27,1.91,5.45,12.9091,84,76.5,10.6,4
"2008-08-18",27.200001,1.91,5.4,12.7273,79,73,10.5,3.925
"2008-08-19",27,1.91,5.4,12.3636,78,71,10.3,3.875
"2008-08-20",26.799999,1.91,5.55,12.4545,76.5,70,10.2,3.875
"2008-08-21",25.799999,1.86,5.45,12.2727,74,67.5,10.05,3.8
"2008-08-22",26.4,1.89,5.35,11.9091,75.5,69,10.15,3.85
"2008-08-25",26,1.89,5.3,11.9091,76,70,10.05,3.85
"2008-08-26",25.799999,1.85,5.35,11.9091,76,69,9.95,3.9
"2008-08-27",25.799999,1.85,5.45,11.8182,78,71,10.15,3.9
"2008-08-28",26.4,1.85,5.5,12,77.5,71.5,10.35,3.875
"2008-08-29",26.6,1.82,5.4,11.6364,78.5,72,10.2,3.8
"2008-09-01",26.200001,1.79,5.45,11.6364,77,70.5,10.2,3.75
"2008-09-02",25,1.69,5.35,11.1818,74.5,68,9.75,3.7
"2008-09-03",24,1.7,5.4,10.9091,75,67.5,9.7,3.7
"2008-09-04",24.6,1.67,5.25,10.8182,75.5,69.5,9.7,3.625
"2008-09-05",24,1.65,5.25,10.0909,73,68.5,9.55,3.7
"2008-09-08",24.799999,1.68,5.5,10.7273,76,70,9.85,3.75
"2008-09-09",24.799999,1.67,5.4,10.9091,75.5,69.5,9.7,3.675
"2008-09-10",24.6,1.66,5.45,10.7273,73.5,67,9.7,3.75
