"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","ABG","ABSL","ABSM","JB25","ABWOOF"
"123","11/8/2558","13.1572","10.6230","14.5411","12.8425","10.1010","16.5427","104.1607","39.8293","41.6442","32.4484","12.3243"
"217","13/8/2558","13.1580","10.6237","14.5401","12.7349","10.1010","16.4805","103.6134","39.6149","41.4583","32.5156","12.1617"
"261","14/8/2558","13.1585","10.6240","14.5390","12.6263","10.1010","16.5863","104.1978","39.8184","41.7958","32.6901","12.1405"
"405","17/8/2558","13.1598","10.6251","14.5430","12.6127","10.1010","16.5143","103.8829","39.6760","41.8552","32.5022","12.1412"
"456","18/8/2558","13.1602","10.6254","14.5505","12.6055","10.1010","16.0879","101.5671","38.7942","40.8956","31.6135","12.2412"
"507","19/8/2558","13.1606","10.6258","14.5513","12.6777","10.1010","16.1735","102.3749","39.0876","41.2925","31.6198","12.1571"
"607","20/8/2558","13.1611","10.6262","14.5475","12.5566","10.1010","16.1103","102.1396","38.9795","41.3474","31.2843","12.0060"
"657","21/8/2558","13.1615","10.6265","14.5433","12.4431","10.1010","16.0372","101.6418","38.7669","41.1633","31.1978","11.8900"
"800","24/8/2558","13.1627","10.6275","14.5390","12.2403","10.1010","15.5918","97.8062","37.2944","39.8622","29.6453","11.3869"
"852","25/8/2558","13.1632","10.6274","14.5312","11.9027","10.1010","15.5918","98.9914","37.7315","40.1244","30.3998","11.5441"
"904","26/8/2558","13.1636","10.6282","14.5278","11.9822","10.1010","15.5524","98.8664","37.6800","40.2664","30.2259","11.2212"
"955","27/8/2558","13.1640","10.6285","14.5304","12.1418","10.1010","16.0148","101.2604","38.6495","40.8196","31.2380","11.4093"
"1004","28/8/2558","13.1645","10.6288","14.5283","12.4209","10.1010","16.1129","102.1364","39.0063","40.9430","31.6163","11.6767"
"1175","31/8/2558","13.1658","10.6299","14.5316","12.5004","10.1010","16.3176","103.2485","39.4123","41.4312","32.0251","11.7042"
"34","1/9/2558","13.1662","10.6302","14.5300","12.4589","10.1010","16.0718","102.0933","38.9473","41.1056","31.4609","11.5275"
"560","2/9/2558","13.1666","10.6306","14.5276","12.3053","10.1010","16.2130","102.7104","39.1928","41.4864","31.8070","11.3549"
"1107","3/9/2558","13.1670","10.6309","14.5200","12.3397","10.1010","16.3542","103.6660","39.5247","42.0420","32.0039","11.4597"
"1227","4/9/2558","13.1675","10.6313","14.5199","12.3637","10.1010","16.2104","103.2333","39.3432","41.9579","31.6469","11.4597"
"1366","7/9/2558","13.1688","10.6324","14.5257","12.2249","10.1010","16.2099","103.2615","39.3295","42.0681","31.6425","11.3873"
"1417","8/9/2558","13.1692","10.6327","14.5156","12.1821","10.1010","16.3173","103.7141","39.4869","42.3125","31.8292","11.5221"
"1470","9/9/2558","13.1696","10.6331","14.5156","12.2879","10.1010","16.5381","104.9558","39.9746","42.7351","32.2001","11.7151"
"80","10/9/2558","13.1700","10.6334","14.5129","12.2998","10.1010","16.5444","104.8105","39.9456","42.6697","32.2040","11.5754"
"128","11/9/2558","13.1705","10.6338","14.5110","12.2988","10.1010","16.3718","103.9823","39.6202","42.3730","31.7081","11.5551"
"263","14/9/2558","13.1718","10.6349","14.5178","12.2704","10.1010","16.3068","103.7401","39.5173","42.2014","31.6034","11.5572"
"310","15/9/2558","13.1722","10.6352","14.5213","12.2904","10.1010","16.2250","103.6887","39.5162","42.1816","31.5090","11.4773"
"360","16/9/2558","13.1726","10.6356","14.5254","12.3681","10.1010","16.3742","104.3065","39.7317","42.2796","31.7644","11.6488"
"411","17/9/2558","13.1731","10.6359","14.5309","12.4124","10.1010","16.4729","104.5373","39.8323","42.4362","31.9648","11.7057"
"461","18/9/2558","13.1735","10.6363","14.5314","12.3269","10.1010","16.4882","104.5849","39.8487","42.4398","31.8826","11.5855"
"660","21/9/2558","13.1748","10.6374","14.5378","12.3608","10.1010","16.5146","104.5547","39.8430","42.3518","31.9815","11.4941"
"710","22/9/2558","13.1752","10.6377","14.5372","12.3963","10.1010","16.3516","103.8469","39.5602","42.2931","31.6042","11.4469"
"757","23/9/2558","13.1756","10.6381","14.5384","12.2936","10.1010","16.2927","103.5543","39.4037","42.3434","31.3827","11.3906"
"806","24/9/2558","13.1760","10.6384","14.5337","12.1709","10.1010","16.2682","103.2934","39.3094","42.1798","31.3952","11.2697"
"857","25/9/2558","13.1765","10.6388","14.5324","12.2050","10.1010","16.3162","103.6303","39.4121","42.4289","31.4729","11.3039"
"1007","28/9/2558","13.1777","10.6399","14.5322","12.2118","10.1010","16.0114","102.1001","38.8143","42.0154","30.8293","11.0722"
"1055","29/9/2558","13.1781","10.6402","14.5319","12.0773","10.1010","15.9695","102.0251","38.7613","42.0816","30.6819","11.0722"
"1151","30/9/2558","13.1786","10.6406","14.5358","12.0717","10.1010","15.9916","101.8831","38.6931","42.0543","30.6408","11.1707"
"3","1/10/2558","13.1790","10.6409","14.5373","12.2151","10.1010","15.9444","101.7132","38.5980","42.0005","30.6336","11.4232"
"518","2/10/2558","13.1794","10.6413","14.5375","12.2268","10.1010","15.9579","101.7890","38.6335","41.9104","30.6658","11.4232"
"1234","5/10/2558","13.1806","10.6424","14.5412","12.2778","10.1010","16.1633","102.8259","39.0482","42.1335","31.0907","11.5707"
"1280","6/10/2558","13.1811","10.6428","14.5490","12.3968","10.1010","16.2537","103.2902","39.2442","42.2137","31.3569","11.7306"
"1327","7/10/2558","13.1815","10.6431","14.5490","12.3713","10.1010","16.5375","104.6858","39.8281","42.4753","32.1258","11.7345"
"1377","8/10/2558","13.1820","10.6435","14.5511","12.4447","10.1010","16.5122","104.5496","39.7783","42.4461","32.0487","11.8635"
"1427","9/10/2558","13.1824","10.6439","14.5583","12.5448","10.1010","16.7545","106.1001","40.3818","42.8850","32.5315","11.8845"
"135","12/10/2558","13.1837","10.6450","14.5591","12.5053","10.1010","16.7661","106.3551","40.4771","43.1205","32.4886","11.8210"
"183","13/10/2558","13.1841","10.6454","14.5630","12.4756","10.1010","16.6954","105.8307","40.2840","42.8898","32.2859","11.7812"
"228","14/10/2558","13.1846","10.6457","14.5640","12.3592","10.1010","16.6803","105.6611","40.2010","42.9722","32.0363","11.6839"
"274","15/10/2558","13.1851","10.6461","14.5675","12.3562","10.1010","16.9251","106.9975","40.7469","43.2438","32.4898","11.6920"
"320","16/10/2558","13.1854","10.6466","14.5645","12.4758","10.1010","16.8591","106.4132","40.4893","43.0306","32.3735","11.8095"
"468","19/10/2558","13.1867","10.6477","14.5628","12.4405","10.1010","16.8427","106.1502","40.4012","42.9959","32.2527","11.7955"
"567","20/10/2558","13.1872","10.6480","14.5592","12.4244","10.1010","16.8605","106.2041","40.3998","43.1173","32.2399","11.7326"
"619","21/10/2558","13.1876","10.6484","14.5637","12.3883","10.1010","16.8153","106.0663","40.3514","43.0943","32.2042","11.7644"
"671","22/10/2558","13.1880","10.6487","14.5634","12.3355","10.1010","16.8200","105.7402","40.2324","42.9673","32.2194","11.7644"
"864","26/10/2558","13.1896","10.6500","14.5696","12.5677","10.1010","16.9207","106.2464","40.4137","43.2718","32.4888","11.9073"
"916","27/10/2558","13.1901","10.6505","14.5711","12.5864","10.1010","16.9247","106.1775","40.3919","43.4292","32.5270","11.7972"
"967","28/10/2558","13.1905","10.6508","14.5684","12.5358","10.1010","16.7352","105.3205","40.0412","43.2285","32.1822","11.7976"
"1018","29/10/2558","13.1909","10.6511","14.5662","12.5988","10.1010","16.5003","103.8098","39.4212","42.8135","31.7233","11.8737"
"1116","30/10/2558","13.1913","10.6514","14.5677","12.5802","10.1010","16.5694","104.0984","39.5219","43.0063","31.7433","11.9178"
"521","2/11/2558","13.1926","10.6525","14.5711","12.5749","10.1010","16.7871","105.1738","39.9880","43.1097","32.3191","11.8475"
"1067","3/11/2558","13.1930","10.6528","14.5722","12.5892","10.1010","16.7698","105.1268","39.9650","43.1702","32.2577","11.8578"
"1189","4/11/2558","13.1934","10.6532","14.5737","12.6806","10.1010","16.8944","105.6748","40.1756","43.3360","32.5858","12.0278"
"1240","5/11/2558","13.1939","10.6537","14.5730","12.7126","10.1010","16.7678","105.2034","39.9682","43.3002","32.2895","11.9379"
"1285","6/11/2558","13.1943","10.6540","14.5759","12.6793","10.1010","16.7824","104.8549","39.8503","43.2369","32.2854","11.8664"
"1430","9/11/2558","13.1956","10.6552","14.5722","12.7372","10.1010","16.6309","104.4519","39.6803","43.1802","31.9101","11.9494"
"47","10/11/2558","13.1960","10.6555","14.5736","12.7155","10.1010","16.5749","104.1153","39.5451","43.2278","31.7129","11.7945"
"92","11/11/2558","13.1964","10.6559","14.5739","12.7481","10.1010","16.4868","103.8344","39.4111","43.2825","31.5304","11.8587"
"141","12/11/2558","13.1969","10.6564","14.5776","12.7580","10.1010","16.4285","103.8554","39.4416","43.2261","31.4162","11.7500"
"187","13/11/2558","13.1973","10.6568","14.5764","12.6939","10.1010","16.4047","103.6692","39.3649","43.2089","31.3534","11.6141"
"323","16/11/2558","13.1986","10.6580","14.5801","12.6807","10.1010","16.4790","103.6051","39.3509","43.0548","31.4401","11.5739"
"372","17/11/2558","13.1990","10.6583","14.5810","12.7185","10.1010","16.5035","103.6693","39.3729","43.1389","31.3901","11.7378"
"423","18/11/2558","13.1994","10.6587","14.5798","12.7445","10.1010","16.3514","102.6536","38.9705","42.7722","31.0090","11.7281"
"474","19/11/2558","13.1999","10.6591","14.5809","12.8599","10.1010","16.4432","102.8903","39.0523","42.9218","31.2206","11.8712"
"572","20/11/2558","13.2003","10.6594","14.5755","12.8536","10.1010","16.5559","103.6604","39.3691","43.1090","31.5113","11.8090"
"718","23/11/2558","13.2016","10.6606","14.5787","12.9001","10.1010","16.5572","104.3385","39.6278","43.5311","31.4922","11.7975"
"768","24/11/2558","13.2020","10.6604","14.5847","12.8704","10.1010","16.4327","104.0359","39.5002","43.5462","31.3020","11.7060"
"818","25/11/2558","13.2024","10.6608","14.5857","12.8989","10.1010","16.3889","104.3942","39.6489","43.6354","31.2199","11.7212"
"869","26/11/2558","13.2028","10.6612","14.5920","12.9205","10.1010","16.2071","103.5605","39.3186","43.3347","30.8100","11.7524"
"921","27/11/2558","13.2033","10.6616","14.5922","12.8994","10.1010","16.1676","103.7680","39.3867","43.4761","30.7282","11.7399"
"1119","30/11/2558","13.2045","10.6628","14.5921","12.8412","10.1010","16.1352","103.9736","39.4301","43.6257","30.5976","11.7093"
"10","1/12/2558","13.2050","10.6632","14.5944","12.8552","10.1010","16.1089","103.5972","39.3134","43.5087","30.6337","11.7234"
"527","2/12/2558","13.2054","10.6635","14.5951","12.8429","10.1010","15.8977","102.2165","38.7712","42.9604","30.1882","11.7480"
"1072","3/12/2558","13.2058","10.6640","14.5950","12.8549","10.1010","15.9289","102.4026","38.8541","42.8809","30.3494","11.6807"
"1193","4/12/2558","13.2062","10.6644","14.5909","12.7189","10.1010","15.8411","102.2226","38.7758","42.8197","30.1055","11.5448"
"1384","8/12/2558","13.2079","10.6659","14.5941","12.7664","10.1010","15.5345","100.6519","38.1557","42.4333","29.3972","11.5121"
"1436","9/12/2558","13.2083","10.6661","14.5941","12.5959","10.1010","15.4370","99.9582","37.8783","42.2979","29.1097","11.4432"
"96","11/12/2558","13.2092","10.6670","14.5955","12.5057","10.1010","15.2320","99.2536","37.5896","42.1388","28.6709","11.3550"
"235","14/12/2558","13.2105","10.6681","14.5980","12.3276","10.1010","15.0790","98.1309","37.1457","41.7401","28.5438","11.2146"
"280","15/12/2558","13.2109","10.6686","14.5988","12.3241","10.1010","15.4590","99.2129","37.6059","41.9626","29.3144","11.2003"
"329","16/12/2558","13.2113","10.6690","14.5979","12.4623","10.1010","15.4502","98.8129","37.4353","41.8898","29.2963","11.3848"
"377","17/12/2558","13.2117","10.6692","14.5979","12.5558","10.1010","15.5967","99.8655","37.8198","42.3172","29.4901","11.5139"
"427","18/12/2558","13.2122","10.6696","14.5979","12.5820","10.1010","15.2910","98.3874","37.2189","41.9584","28.6921","11.3664"
"626","21/12/2558","13.2135","10.6703","14.5982","12.5055","10.1010","15.0425","97.6749","36.9493","41.7497","28.1192","11.2969"
"678","22/12/2558","13.2139","10.6708","14.5998","12.4808","10.1010","15.0202","97.1416","36.7331","41.6394","28.0928","11.2733"
"724","23/12/2558","13.2143","10.6712","14.6015","12.4781","10.1010","15.1708","97.6043","36.9298","41.9148","28.4178","11.3947"
"773","24/12/2558","13.2147","10.6716","14.6052","12.4951","10.1010","15.2722","98.2075","37.1628","42.0623","28.6308","11.5192"
"822","25/12/2558","13.2152","10.6719","14.6044","12.4630","10.1010","15.2543","98.3087","37.1880","42.1217","28.5789","11.5192"
"974","28/12/2558","13.2165","10.6731","14.6085","12.4595","10.1010","15.2832","98.6096","37.2758","42.2671","28.5736","11.5192"
"1025","29/12/2558","13.2169","10.6735","14.6147","12.4875","10.1010","15.2552","98.6392","37.2819","42.3015","28.4555","11.5013"
"1124","30/12/2558","13.2173","10.6741","14.6174","12.5145","10.1010","15.3101","99.3324","37.5295","42.7484","28.4887","11.5208"
"1179","4/1/2559","13.2192","10.6759","14.6113","12.4276","10.1010","15.0135","98.0476","37.0194","42.3811","27.8607","11.2651"
"1231","5/1/2559","13.2197","10.6764","14.6081","12.3568","10.1010","14.8966","97.4834","36.7930","42.2110","27.4973","11.1489"
"1277","6/1/2559","13.2201","10.6767","14.6094","12.4171","10.1010","14.9717","97.5834","36.8218","42.2030","27.6493","11.1368"
"1323","7/1/2559","13.2205","10.6772","14.6142","12.2748","10.1010","14.5410","95.3597","35.9146","41.6682","26.5867","10.8566"
"1372","8/1/2559","13.2209","10.6777","14.6155","12.1387","10.1010","14.7719","96.4673","36.3744","41.9596","27.2084","10.9060"
"82","11/1/2559","13.2222","10.6789","14.6193","12.0938","10.1010","14.6556","95.5099","36.0107","41.6459","26.8988","10.7910"
"132","12/1/2559","13.2226","10.6793","14.6227","12.1488","10.1010","14.9102","96.5009","36.4158","41.9294","27.5012","10.7835"
"180","13/1/2559","13.2231","10.6797","14.6263","12.1417","10.1010","15.1932","97.5052","36.8307","42.0863","28.0504","10.8400"
"224","14/1/2559","13.2235","10.6801","14.6365","12.1364","10.1010","14.9858","96.3125","36.3520","41.7576","27.5465","10.6580"
"269","15/1/2559","13.2239","10.6806","14.6509","12.1518","10.1010","14.7663","95.8242","36.0533","41.8697","27.0685","10.7259"
"413","18/1/2559","13.2252","10.6817","14.6612","11.9488","10.1010","14.7403","95.9710","36.0789","42.0081","26.9963","10.5698"
"465","19/1/2559","13.2256","10.6820","14.6563","12.0032","10.1010","14.9923","96.8639","36.5173","42.0006","27.7291","10.6148"
"564","20/1/2559","13.2262","10.6825","14.6625","12.0238","10.1010","14.7779","96.2906","36.2765","41.9104","27.2499","10.4337"
"615","21/1/2559","13.2267","10.6828","14.6607","11.9216","10.1010","14.7464","95.7466","36.0912","41.6235","27.2545","10.3072"
"666","22/1/2559","13.2271","10.6833","14.6623","11.9242","10.1010","15.0188","97.0456","36.6260","41.9539","27.8976","10.4790"
"808","25/1/2559","13.2283","10.6844","14.6618","12.1618","10.1010","15.0137","97.1877","36.6827","41.9068","27.9384","10.5932"
"861","26/1/2559","13.2288","10.6848","14.6631","12.0571","10.1010","15.0191","97.2055","36.6852","41.8714","27.9524","10.4421"
"913","27/1/2559","13.2292","10.6851","14.6622","12.1171","10.1010","15.1480","98.1637","37.0990","42.1732","28.2933","10.5422"
"963","28/1/2559","13.2296","10.6854","14.6612","12.0416","10.1010","15.2640","98.7071","37.3392","42.1387","28.8167","10.5393"
"1013","29/1/2559","13.2300","10.6857","14.6715","12.1176","10.1010","15.4146","99.5196","37.7250","42.0874","29.2820","10.6152"
"13","1/2/2559","13.2312","10.6869","14.6737","12.3324","10.1010","15.3681","99.2217","37.5962","41.9669","29.1660","10.7582"
"530","2/2/2559","13.2317","10.6873","14.6721","12.3162","10.1010","15.2121","97.7889","37.0220","41.5988","28.7554","10.7125"
"1076","3/2/2559","13.2321","10.6881","14.6728","12.1361","10.1010","15.2796","98.0593","37.1294","41.5918","28.9561","10.5820"
"1198","4/2/2559","13.2325","10.6885","14.6706","12.0756","10.1010","15.3519","98.6147","37.3684","41.8253","29.1348","10.6999"
"1244","5/2/2559","13.2330","10.6888","14.6716","12.0314","10.1010","15.4704","99.4527","37.7070","41.9254","29.3924","10.7204"
"1387","8/2/2559","13.2342","10.6901","14.6741","11.9628","10.1010","15.4806","100.1656","37.9288","42.2512","29.3393","10.1048"
"1439","9/2/2559","13.2346","10.6905","14.6841","11.8069","10.1010","15.4443","99.8870","37.8002","42.2680","29.2110","10.1048"
"52","10/2/2559","13.2351","10.6909","14.6892","11.6956","10.1010","15.4602","100.2376","37.9447","42.3985","29.2609","10.1048"
"100","11/2/2559","13.2355","10.6914","14.6977","11.6385","10.1010","15.1799","98.5852","37.3052","42.0030","28.7337","10.1048"
"149","12/2/2559","13.2359","10.6918","14.6923","11.4488","10.1010","15.1283","98.6203","37.3118","41.8920","28.7643","10.3356"
"283","15/2/2559","13.2372","10.6930","14.6892","11.6224","10.1010","15.2580","99.4530","37.6716","42.1512","29.1251","10.6050"
"332","16/2/2559","13.2376","10.6933","14.6925","11.7763","10.1010","15.2700","99.5484","37.7186","42.1395","29.2056","10.6017"
"381","17/2/2559","13.2380","10.6937","14.6976","11.7060","10.1010","15.2583","99.0456","37.5225","41.8268","29.2882","10.6797"
"432","18/2/2559","13.2384","10.6939","14.6979","11.7772","10.1010","15.3552","99.7913","37.8306","42.0093","29.6486","10.8744"
"483","19/2/2559","13.2388","10.6943","14.6990","11.7612","10.1010","15.6744","101.7966","38.6709","42.2728","30.4682","10.7884"
"727","23/2/2559","13.2405","10.6954","14.7008","11.7163","10.1010","15.7453","102.1322","38.8505","42.3286","30.6081","10.8967"
"777","24/2/2559","13.2409","10.6958","14.6983","11.7941","10.1010","15.8326","102.3100","38.9286","42.4550","30.7325","10.6622"
"827","25/2/2559","13.2413","10.6961","14.6943","11.7688","10.1010","15.8560","102.5504","38.9924","42.6490","30.7352","10.7487"
"878","26/2/2559","13.2417","10.6964","14.6971","11.7767","10.1010","15.9817","103.2563","39.2400","43.0367","30.9550","10.8396"
"17","1/3/2559","13.2433","10.6980","14.7029","11.8882","10.1010","16.0375","103.7367","39.4455","43.0930","31.1749","10.7893"
"534","2/3/2559","13.2437","10.6983","14.7069","12.0654","10.1010","16.2726","104.3214","39.6789","43.2944","31.7041","10.9355"
"1080","3/3/2559","13.2442","10.6987","14.7136","12.0835","10.1010","16.4458","105.0057","39.9575","43.4560","32.1916","11.0224"
