"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","JB25","ABG","ABSL","ABSM","SCBSEFUND","ABWOOF","PHATRA GNP","TMBUS500"
"1",2556-04-01,"12.5821","10.1467","13.3847","12.3841","10.1010","17.4793","33.3783","111.6992","43.2892","41.1429","12.4122","10.1797","9.9984","10.4227"
"2",2556-04-02,"12.5828","10.1473","13.3862","12.3650","10.1010","17.4964","33.6467","111.5508","43.3124","40.8560","12.2804","10.1797","9.9984","10.3877"
"3",2556-04-03,"12.5836","10.1480","13.3847","12.3924","10.1010","17.1683","33.1274","109.7028","42.5782","40.1327","11.8954","10.1830","9.9984","10.4367"
"4",2556-04-04,"12.5845","10.1487","13.3888","12.3716","10.1010","17.2571","33.3392","110.2147","42.7914","40.3286","11.9680","10.0434","9.9984","10.3318"
"5",2556-04-05,"12.5853","10.1493","13.3916","12.4302","10.1010","16.8144","32.3995","108.1925","41.9699","39.7967","11.6307","10.0434","9.9984","10.3716"
"6",2556-04-09,"12.5886","10.1520","13.3982","12.4914","10.1010","16.6029","32.0603","107.3323","41.6248","39.6762","11.4155","10.0059","9.9984","10.3258"
"7",2556-04-10,"12.5894","10.1527","13.4007","12.5679","10.1010","16.8452","32.4549","108.7619","42.1285","40.1972","11.7051","10.0764","9.9984","10.4209"
"8",2556-04-11,"12.5902","10.1533","13.4020","12.6204","10.1010","17.1411","33.0496","110.0113","42.6481","40.4167","11.9431","10.2138","9.9984","10.5487"
"9",2556-04-12,"12.5910","10.1540","13.4053","12.6419","10.1010","17.2590","33.2660","110.2938","42.7279","40.5279","12.0740","10.1830","9.9984","10.5830"
"10",2556-04-17,"12.5952","10.1573","13.4122","12.6001","10.1010","17.2143","33.1151","110.7655","42.8080","40.8095","12.1899","9.9674","9.9984","10.5551"
"11",2556-04-18,"12.5960","10.1580","13.4176","12.5404","10.1010","17.3102","33.2800","111.1123","42.9131","41.0029","12.2949","9.8391","9.9984","10.3092"
"12",2556-04-19,"12.5968","10.1587","13.4154","12.5191","10.1010","17.5089","33.5778","112.1102","43.3832","41.3084","12.4492","9.8419","9.9984","10.2510"
"13",2556-04-22,"12.5993","10.1607","13.4192","12.5465","10.1010","17.6698","33.7997","113.6866","44.1325","41.6488","12.6368","9.9263","9.9984","10.3287"
"14",2556-04-23,"12.6001","10.1614","13.4208","12.5389","10.1010","17.5581","33.6687","114.1241","44.2561","41.9402","12.5121","9.9729","9.9984","10.3831"
"15",2556-04-24,"12.6010","10.1621","13.4234","12.5331","10.1010","17.6121","33.7761","114.4104","44.4098","41.9216","12.6620","10.0668","9.9984","10.4888"
"16",2556-04-25,"12.6018","10.1627","13.4180","12.5561","10.1010","17.8573","34.3179","115.0321","44.6341","42.1784","12.8257","10.2169","9.9984","10.4900"
"17",2556-04-26,"12.6026","10.1634","13.4191","12.5946","10.1010","17.9532","34.5190","115.6378","44.8136","42.6888","12.8672","10.3448","9.9984","10.5459"
"18",2556-04-29,"12.6051","10.1654","13.4315","12.5778","10.1010","17.9764","34.5188","115.4134","44.7727","42.5633","12.8323","10.3365","9.9984","10.5316"
"19",2556-04-30,"12.6060","10.1661","13.4356","12.6133","10.1010","18.1200","34.9373","115.8506","44.9575","42.4846","12.9413","10.3828","9.9984","10.6022"
"20",2556-05-02,"12.6077","10.1675","13.4431","12.6207","10.1010","18.0408","34.8115","115.9609","44.9946","42.5045","12.8482","10.4246","9.9984","10.6270"
"21",2556-05-03,"12.6087","10.1683","13.4486","12.6498","10.1010","17.9351","34.6064","115.4807","44.7450","42.3239","12.8050","10.4941","9.9984","10.6351"
"22",2556-05-07,"12.6118","10.1710","13.4572","12.7274","10.1010","18.1944","35.3358","117.1074","45.3527","42.7330","12.9361","10.5928","9.9984","10.7479"
"23",2556-05-08,"12.6126","10.1717","13.4517","12.7764","10.1010","18.3441","35.6438","117.0439","45.4087","42.7552","13.0854","10.7004","9.9984","10.8323"
"24",2556-05-09,"12.6135","10.1724","13.4592","12.7999","10.1010","18.4207","35.8107","118.3634","45.8826","43.5749","13.1114","10.7004","9.9984","10.8756"
"25",2556-05-10,"12.6143","10.1731","13.4656","12.8193","10.1010","18.4213","35.8644","118.3634","45.8826","43.5749","13.0399","10.7004","9.9984","10.8497"
"26",2556-05-13,"12.6168","10.1752","13.4655","12.7709","10.1010","18.3804","35.5854","117.8408","45.6708","43.7598","13.0145","10.6662","9.9984","10.8912"
"27",2556-05-14,"12.6176","10.1759","13.4538","12.7385","10.1010","18.4615","35.6686","118.6445","46.0137","43.8726","13.0640","10.6134","9.9984","10.8997"
"28",2556-05-15,"12.6184","10.1765","13.4586","12.7351","10.1010","18.5351","35.9103","118.6936","46.0259","44.0635","13.0802","10.6924","9.9984","11.0118"
"29",2556-05-16,"12.6192","10.1773","13.4640","12.7184","10.1010","18.3955","35.6380","117.9524","45.6808","43.9945","12.9973","10.6826","9.9984","11.0714"
"30",2556-05-17,"12.6200","10.1780","13.4679","12.6854","10.1010","18.5131","35.9333","118.9831","45.9653","44.4442","13.1248","10.7577","9.9984","11.0191"
"31",2556-05-20,"12.6225","10.1801","13.4722","12.6907","10.1010","18.6947","36.3552","120.0581","46.4046","44.6994","13.1864","10.7577","9.9984","11.1317"
"32",2556-05-21,"12.6234","10.1808","13.4789","12.6904","10.1010","18.6846","36.3722","120.4598","46.5570","44.8718","13.1731","10.7577","9.9984","11.1338"
"33",2556-05-22,"12.6242","10.1814","13.4748","12.6883","10.1010","18.5432","35.9958","119.5951","46.1603","44.9104","13.0629","10.7776","9.9984","11.1469"
"34",2556-05-23,"12.6250","10.1821","13.4694","12.6690","10.1010","18.2668","35.3934","118.2674","45.5509","44.7253","12.8859","10.6712","9.9984","11.0650"
"35",2556-05-27,"12.6282","10.1847","13.4728","12.5875","10.1010","18.0925","35.0033","117.7690","45.3594","44.0128","12.7698","10.6181","9.9984","11.0344"
"36",2556-05-28,"12.6291","10.1853","13.4714","12.5723","10.1010","18.3873","35.6653","119.3520","45.9654","44.5252","12.9976","10.6996","9.9984","11.0255"
"37",2556-05-29,"12.6299","10.1860","13.4690","12.5494","10.1010","18.1879","35.1585","118.0153","45.4251","44.2064","12.8523","10.7173","9.9984","11.0940"
"38",2556-05-30,"12.6307","10.1867","13.4710","12.4572","10.1010","17.9578","34.6122","117.0032","44.9526","43.8157","12.6965","10.6530","9.9984","11.0224"
"39",2556-05-31,"12.6316","10.1874","13.4718","12.4362","10.1010","17.7338","34.0557","115.7724","44.4152","43.1933","12.6037","10.6946","9.9984","11.0665"
"40",2556-06-03,"12.6340","10.1894","13.4681","12.3797","10.1010","17.4706","33.6076","114.3898","43.9503","42.5629","12.3595","10.6385","9.9984","10.9103"
"41",2556-06-04,"12.6348","10.1901","13.4686","12.4168","10.1010","17.6614","34.1242","115.2252","44.2413","42.7848","12.4669","10.6896","9.9984","10.9747"
"42",2556-06-05,"12.6356","10.1908","13.4717","12.4328","10.1010","17.2911","33.3489","113.6167","43.5724","42.3455","12.1721","10.6505","9.9984","10.9243"
"43",2556-06-06,"12.6365","10.1915","13.4741","12.3647","10.1010","16.9277","32.9457","110.8716","42.6671","41.1175","11.8382","10.5635","9.9984","10.7683"
"44",2556-06-07,"12.6373","10.1922","13.4726","12.3060","10.1010","17.2168","33.5938","112.1038","43.2237","41.4800","12.0559","10.5804","9.9984","10.8676"
"45",2556-06-10,"12.6396","10.1941","13.4646","12.3342","10.1010","17.3516","33.8090","113.1661","43.5829","41.9176","12.2195","10.6659","9.9984","11.0109"
"46",2556-06-11,"12.6404","10.1948","13.4421","12.2498","10.1010","16.4965","32.0479","108.7803","41.8161","40.5559","11.6175","10.6660","9.9984","11.0126"
"47",2556-06-12,"12.6412","10.1955","13.4335","12.1398","10.1010","16.2819","31.6829","108.1234","41.5839","40.4372","11.4469","10.4935","9.9984","10.9089"
"48",2556-06-13,"12.6420","10.1961","13.4412","12.1772","10.1010","15.9562","31.3021","105.5339","40.6740","39.3841","11.1459","10.4935","9.9984","10.8166"
"49",2556-06-14,"12.6429","10.1968","13.4578","12.2221","10.1010","16.6518","32.6736","109.6823","42.3240","40.6716","11.6323","10.5029","9.9984","10.9792"
"50",2556-06-17,"12.6453","10.1988","13.4497","12.2462","10.1010","16.7040","32.8015","109.6407","42.3094","41.2182","11.6607","10.6065","9.9984","10.9011"
"51",2556-06-18,"12.6461","10.1995","13.4448","12.2198","10.1010","16.1998","31.7470","106.7975","41.1312","40.3729","11.3503","10.6510","9.9984","10.9951"
"52",2556-06-19,"12.6469","10.2001","13.4451","12.1523","10.1010","16.3081","32.2597","107.0925","41.2750","40.1535","11.3967","10.6235","9.9984","11.0773"
"53",2556-06-20,"12.6477","10.2008","13.4334","12.1467","10.1010","15.8940","31.5452","104.4780","40.2597","39.2203","11.0582","10.4726","9.9984","10.9322"
"54",2556-06-21,"12.6485","10.2015","13.4281","11.9512","10.1010","15.8699","31.6386","103.5355","39.9404","38.7480","11.0121","10.3602","9.9984","10.6609"
"55",2556-06-24,"12.6509","10.2034","13.4265","11.9296","10.1010","15.4695","30.8052","101.7804","39.2176","38.3224","10.7319","10.1777","9.9984","10.6935"
"56",2556-06-25,"12.6518","10.2041","13.4352","11.8570","10.1010","15.7167","31.4624","102.4808","39.5077","38.5194","10.8495","10.1180","9.9984","10.5586"
"57",2556-06-26,"12.6526","10.2048","13.4378","11.9486","10.1010","16.1789","32.3749","104.9320","40.4407","39.1122","11.2372","10.2653","9.9984","10.6592"
"58",2556-06-27,"12.6536","10.2055","13.4430","11.9621","10.1010","16.4356","33.0410","106.8527","41.1795","39.5495","11.3806","10.3824","9.9984","10.7570"
"59",2556-06-28,"12.6543","10.2061","13.4492","12.0502","10.1010","16.4901","33.1970","106.2442","40.9940","39.1808","11.4588","10.4302","9.9984","10.8219"
"60",2556-07-02,"12.6574","10.2087","13.4572","12.0842","10.1010","16.6277","33.4165","107.2018","41.3075","39.6203","11.5219","10.4369","9.9984","10.7504"
"61",2556-07-03,"12.6582","10.2093","13.4593","12.1374","10.1010","16.3853","32.9383","105.5933","40.6903","39.0380","11.4088","10.4254","9.9984","10.8208"
"62",2556-07-04,"12.6590","10.2100","13.4555","12.1041","10.1010","16.2294","32.6560","105.0301","40.4309","38.9231","11.2420","10.4841","9.9984","10.8359"
"63",2556-07-05,"12.6598","10.2105","13.4555","12.1628","10.1010","16.3480","32.9746","105.6583","40.7155","39.1421","11.2896","10.5499","9.9984","10.8359"
"64",2556-07-08,"12.6621","10.2124","13.4484","12.1165","10.1010","15.9197","32.1220","102.9242","39.6276","38.1038","10.9515","10.5731","9.9984","10.9565"
"65",2556-07-09,"12.6629","10.2131","13.4548","12.1134","10.1010","15.8498","32.0535","102.6213","39.5208","37.7816","10.8452","10.6012","9.9984","11.0268"
"66",2556-07-10,"12.6637","10.2137","13.4583","12.1581","10.1010","15.7474","32.0927","102.2535","39.4057","37.2711","10.6409","10.6356","9.9984","11.0994"
"67",2556-07-11,"12.6645","10.2144","13.4629","12.1317","10.1010","16.4380","33.5343","105.4073","40.7497","38.2262","11.0643","10.7237","9.9984","11.1043"
"68",2556-07-12,"12.6655","10.2150","13.4661","12.1697","10.1010","16.5209","33.5255","105.8167","40.8924","38.4816","11.1692","10.8518","9.9984","11.2552"
"69",2556-07-15,"12.6679","10.2169","13.4680","12.1820","10.1010","16.5468","33.4485","105.8298","40.8561","38.6897","11.2241","10.7900","9.9984","11.2539"
"70",2556-07-16,"12.6687","10.2176","13.4706","12.2194","10.1010","16.5020","33.3610","105.8924","40.8464","38.6723","11.2171","10.8191","9.9984","11.3035"
"71",2556-07-17,"12.6695","10.2182","13.4703","12.2546","10.1010","16.5824","33.5559","105.6099","40.7822","38.5070","11.2839","10.7988","9.9984","11.2543"
"72",2556-07-18,"12.6702","10.2189","13.4705","12.2980","10.1010","16.9208","34.1885","107.9947","41.6468","39.4561","11.5573","10.8280","9.9984","11.2790"
"73",2556-07-19,"12.6710","10.2196","13.4707","12.3018","10.1010","16.8609","33.9834","107.5237","41.4142","39.4084","11.5799","10.7890","9.9984","11.3404"
"74",2556-07-23,"12.6741","10.2221","13.4754","12.3022","10.1010","17.2385","34.7250","109.8595","42.2665","40.3861","11.7815","10.8554","9.9984","11.3665"
"75",2556-07-24,"12.6748","10.2227","13.4726","12.3521","10.1010","17.0977","34.3441","108.9947","41.9244","40.1640","11.6772","10.9165","9.9984","11.3580"
"76",2556-07-25,"12.6756","10.2234","13.4728","12.3119","10.1010","16.5764","33.3054","106.6609","41.0090","39.5116","11.2845","10.8266","9.9984","11.3207"
"77",2556-07-26,"12.6764","10.2240","13.4748","12.2834","10.1010","16.8119","33.9173","107.7685","41.4164","39.7539","11.4464","10.8860","9.9984","11.3455"
"78",2556-07-29,"12.6786","10.2259","13.4775","12.2705","10.1010","16.5436","33.3233","106.4728","40.9096","39.3295","11.2564","10.8742","9.9984","11.3778"
"79",2556-07-30,"12.6794","10.2266","13.4753","12.2289","10.1010","16.3303","32.8294","105.8706","40.7152","39.0814","11.1126","10.8808","9.9984","11.3312"
"80",2556-07-31,"12.6802","10.2272","13.4735","12.1670","10.1010","16.1836","32.6773","104.7685","40.3262","38.4505","11.0274","10.8669","9.9984","11.3315"
"81",2556-08-01,"12.6809","10.2278","13.4743","12.1307","10.1010","16.3697","33.0413","105.8495","40.7104","38.7524","11.1740","10.8791","9.9984","11.3371"
"82",2556-08-02,"12.6817","10.2285","13.4738","12.1352","10.1010","16.1725","32.6683","104.7378","40.2940","38.2878","11.0625","10.9882","9.9984","11.4685"
"83",2556-08-05,"12.6840","10.2304","13.4817","12.1401","10.1010","16.2101","32.7476","105.4311","40.5156","38.7480","11.1019","10.9881","9.9984","11.4943"
"84",2556-08-06,"12.6847","10.2310","13.4834","12.1979","10.1010","16.2942","32.8898","105.8942","40.6706","39.0003","11.1399","10.9948","9.9984","11.4819"
"85",2556-08-07,"12.6855","10.2317","13.4856","12.1843","10.1010","16.3071","32.8155","105.7851","40.5790","39.0696","11.1869","10.9399","9.9984","11.4243"
"86",2556-08-08,"12.6863","10.2323","13.4898","12.1268","10.1010","16.4536","33.0089","106.3799","40.8497","39.4204","11.3073","10.9205","9.9984","11.3811"
"87",2556-08-09,"12.6870","10.2330","13.4940","12.1865","10.1010","16.3743","32.7654","106.0248","40.7358","39.5231","11.2985","10.9841","9.9984","11.4139"
"88",2556-08-13,"12.6900","10.2353","13.4960","12.2067","10.1010","16.6960","33.4989","108.1836","41.6805","39.7930","11.4421","11.0091","9.9984","11.3817"
"89",2556-08-14,"12.6908","10.2359","13.4960","12.1927","10.1010","16.7064","33.6445","108.0226","41.6515","39.6729","11.4048","11.0740","9.9984","11.4063"
"90",2556-08-15,"12.6916","10.2365","13.4979","12.1738","10.1010","16.6334","33.3410","107.1498","41.3360","39.5693","11.4148","10.9072","9.9984","11.3488"
"91",2556-08-16,"12.6923","10.2372","13.4969","12.1146","10.1010","16.5779","33.1525","107.3923","41.4093","39.5295","11.3591","10.9072","9.9984","11.1861"
"92",2556-08-19,"12.6946","10.2390","13.5010","12.1050","10.1010","16.0307","32.0570","104.4542","40.2148","38.4663","10.9875","10.8968","9.9984","11.1535"
"93",2556-08-20,"12.6954","10.2396","13.5046","12.0324","10.1010","15.7202","31.5658","101.7588","39.1176","37.1658","10.7894","10.8998","9.9984","11.0843"
"94",2556-08-21,"12.6962","10.2402","13.5057","12.0319","10.1010","15.5422","31.0806","100.5471","38.5768","36.8858","10.6762","10.9282","9.9984","11.1439"
"95",2556-08-22,"12.6969","10.2408","13.4942","11.9646","10.1010","15.5302","31.1776","100.7392","38.6063","36.6702","10.6368","10.9274","9.9984","11.0802"
"96",2556-08-23,"12.6976","10.2414","13.4967","11.9886","10.1010","15.3725","30.7293","99.8312","38.2213","36.4855","10.5274","10.9714","9.9984","11.1875"
"97",2556-08-26,"12.6999","10.2433","13.4998","12.0626","10.1010","15.2846","30.5510","98.8187","37.8562","35.9680","10.4606","11.0414","9.9984","11.2270"
"98",2556-08-27,"12.7006","10.2439","13.4918","12.0158","10.1010","14.8956","30.0642","96.8459","37.1449","35.0538","10.1590","11.0246","9.9984","11.1843"
"99",2556-08-28,"12.7014","10.2445","13.4778","11.9327","10.1010","14.6884","29.7219","96.7088","37.0917","34.8631","9.9993","10.9496","9.9984","11.0094"
"100",2556-08-29,"12.7021","10.2451","13.4704","11.9182","10.1010","14.8802","30.1968","96.9303","37.2021","35.1306","10.2031","10.9647","9.9984","11.0495"
"101",2556-08-30,"12.7029","10.2457","13.4789","11.9398","10.1010","14.9031","30.1202","97.3545","37.3149","35.4977","10.2679","10.9380","9.9984","11.0686"
"102",2556-09-02,"12.7051","10.2476","13.4845","11.9396","10.1010","15.2485","30.7614","99.6392","38.2484","36.2765","10.5366","11.0010","9.9984","11.0252"
"103",2556-09-03,"12.7059","10.2482","13.4902","12.0303","10.1010","15.1651","30.6281","99.1740","38.0219","36.2447","10.4189","11.0115","9.9984","11.0248"
"104",2556-09-04,"12.7067","10.2487","13.4854","11.9903","10.1010","15.0240","30.3100","98.4887","37.7271","36.0228","10.2761","11.0462","9.9984","11.0819"
"105",2556-09-05,"12.7074","10.2494","13.4819","12.0611","10.1010","15.1434","30.6122","99.3294","38.1067","36.3366","10.3644","11.1665","9.9984","11.1749"
"106",2556-09-06,"12.7082","10.2501","13.4798","12.0111","10.1010","15.4234","31.1571","100.7684","38.6671","36.6703","10.5331","11.2051","9.9984","11.1905"
"107",2556-09-09,"12.7105","10.2519","13.4844","12.0722","10.1010","15.9860","32.6194","103.3855","39.8482","37.0948","10.9742","11.2049","9.9984","11.2012"
"108",2556-09-10,"12.7113","10.2526","13.4878","12.1592","10.1010","16.0991","32.8102","103.9878","40.1049","37.3452","11.0288","11.3363","9.9984","11.3073"
"109",2556-09-11,"12.7120","10.2532","13.4905","12.2053","10.1010","16.3245","33.1930","105.6407","40.7767","37.8805","11.1906","11.3378","9.9984","11.3828"
"110",2556-09-12,"12.7128","10.2538","13.4955","12.2329","10.1010","16.1614","32.6084","105.2583","40.5690","37.9396","11.0955","11.2937","9.9984","11.4152"
"111",2556-09-13,"12.7135","10.2545","13.4948","12.1995","10.1010","16.2033","32.5335","104.7171","40.3662","37.9150","11.1498","11.2932","9.9984","11.3846"
"112",2556-09-16,"12.7158","10.2563","13.5001","12.1883","10.1010","16.7237","33.6649","107.3673","41.5028","38.6698","11.5565","11.3366","9.9984","11.4056"
"113",2556-09-17,"12.7166","10.2570","13.5014","12.2683","10.1010","16.7023","33.6794","107.5582","41.5598","38.8038","11.5912","11.3585","9.9984","11.4751"
"114",2556-09-18,"12.7173","10.2576","13.5057","12.2869","10.1010","16.6549","33.4765","107.0826","41.3664","38.7451","11.5600","11.3753","9.9984","11.5233"
"115",2556-09-19,"12.7181","10.2583","13.5227","12.3783","10.1010","17.2540","34.6836","110.1083","42.5998","39.7854","11.9606","11.3378","9.9984","11.6530"
"116",2556-09-20,"12.7189","10.2590","13.5275","12.4368","10.1010","17.2124","34.6519","109.4589","42.3143","39.4817","11.8883","11.3216","9.9984","11.6197"
"117",2556-09-23,"12.7211","10.2608","13.5253","12.3690","10.1010","16.6154","33.5661","106.1873","40.9690","38.2920","11.3852","11.3216","9.9984","11.5348"
"118",2556-09-24,"12.7219","10.2614","13.5363","12.3736","10.1010","16.3944","33.0041","105.8003","40.7533","38.3049","11.2355","11.3066","9.9984","11.4942"
"119",2556-09-25,"12.7226","10.2621","13.5372","12.3303","10.1010","16.6292","33.4577","107.1747","41.2665","38.6533","11.4213","11.2925","9.9984","11.4639"
"120",2556-09-26,"12.7234","10.2627","13.5356","12.2907","10.1010","16.4900","33.1260","106.8388","41.0573","38.7319","11.3675","11.2056","9.9984","11.4335"
"121",2556-09-27,"12.7241","10.2633","13.5327","12.2855","10.1010","16.4026","32.9179","106.2071","40.8246","38.6870","11.2647","11.2600","9.9984","11.4662"
"122",2556-09-30,"12.7264","10.2652","13.5335","12.2276","10.1010","16.0034","32.0130","103.5189","39.7625","37.9641","11.0191","11.1803","9.9984","11.4225"
"123",2556-10-01,"12.7272","10.2659","13.5340","12.2278","10.1010","16.2971","32.6845","104.9319","40.3491","38.3447","11.2222","11.2040","9.9984","11.3609"
"124",2556-10-02,"12.7279","10.2665","13.5415","12.2704","10.1010","16.3108","32.6079","105.3142","40.4590","38.5922","11.2583","11.2040","9.9984","11.4466"
"125",2556-10-03,"12.7287","10.2671","13.5417","12.2923","10.1010","16.5533","33.0912","106.3479","40.8714","38.8652","11.4519","11.2121","9.9984","11.4350"
"126",2556-10-04,"12.7295","10.2678","13.5424","12.3002","10.1010","16.5409","32.9985","105.9063","40.6494","38.7793","11.4150","11.1597","9.9984","11.3380"
"127",2556-10-07,"12.7317","10.2696","13.5479","12.3463","10.1010","16.3854","32.6713","104.9644","40.3063","38.5540","11.3093","11.1384","9.9984","11.4213"
"128",2556-10-08,"12.7325","10.2702","13.5489","12.3266","10.1010","16.6176","33.1955","106.6339","40.9474","39.0719","11.4643","11.1182","9.9984","11.3266"
"129",2556-10-09,"12.7332","10.2709","13.5501","12.2949","10.1010","16.6242","33.1768","106.4111","40.8964","38.9800","11.4671","11.0838","9.9984","11.2010"
"130",2556-10-10,"12.7340","10.2714","13.5516","12.3191","10.1010","16.8373","33.5771","107.6108","41.4456","39.3096","11.6314","11.0953","9.9984","11.2066"
"131",2556-10-11,"12.7348","10.2721","13.5549","12.3877","10.1010","16.9066","33.6886","107.9981","41.6137","39.3995","11.6662","11.2084","9.9984","11.4457"
"132",2556-10-14,"12.7370","10.2739","13.5601","12.4207","10.1010","16.9337","33.7460","107.8679","41.5622","39.3670","11.7110","11.2801","9.9984","11.5111"
"133",2556-10-15,"12.7378","10.2746","13.5626","12.4391","10.1010","17.0881","34.0506","108.5303","41.8430","39.4577","11.8356","11.2801","9.9984","11.5647"
"134",2556-10-16,"12.7386","10.2752","13.5645","12.4423","10.1010","16.9825","33.7931","107.5509","41.4783","39.1433","11.8110","11.2682","9.9984","11.4704"
"135",2556-10-17,"12.7393","10.2758","13.5706","12.5009","10.1010","17.0392","33.9482","107.7293","41.5478","39.2818","11.8929","11.3217","9.9984","11.6328"
"136",2556-10-18,"12.7402","10.2765","13.5767","12.5255","10.1010","17.2244","34.2602","108.9360","42.0481","39.6608","11.9651","11.4005","9.9984","11.6981"
"137",2556-10-21,"12.7425","10.2784","13.5786","12.5054","10.1010","16.7860","33.4153","106.7520","41.1230","39.0244","11.5388","11.4034","9.9984","11.7755"
"138",2556-10-22,"12.7432","10.2790","13.5781","12.4749","10.1010","16.8897","33.6106","107.0546","41.2359","39.0470","11.6162","11.4933","9.9984","11.7780"
"139",2556-10-24,"12.7448","10.2803","13.5860","12.5128","10.1010","16.9894","33.8470","107.7730","41.5859","39.2682","11.6843","11.4933","9.9984","11.8414"
"140",2556-10-25,"12.7455","10.2809","13.5880","12.4776","10.1010","16.8489","33.5428","107.2224","41.3495","39.1911","11.5800","11.4513","9.9984","11.8366"
"141",2556-10-28,"12.7478","10.2827","13.5915","12.5092","10.1010","16.7824","33.4319","106.7966","41.1565","39.0585","11.5620","11.4703","9.9984","11.8890"
"142",2556-10-29,"12.7485","10.2834","13.5907","12.5036","10.1010","16.8581","33.5504","107.2325","41.3224","39.2371","11.6187","11.4814","9.9984","11.9016"
"143",2556-10-30,"12.7493","10.2840","13.5937","12.4785","10.1010","16.5743","33.0711","105.7653","40.7601","38.6344","11.4132","11.5636","9.9984","11.9712"
"144",2556-10-31,"12.7502","10.2847","13.5925","12.4834","10.1010","16.7095","33.4545","106.3699","41.0760","38.6994","11.4999","11.4632","9.9984","11.9136"
"145",2556-11-01,"12.7508","10.2853","13.5911","12.4267","10.1010","16.5464","33.1174","105.3428","40.6431","38.3584","11.3649","11.4925","9.9984","11.8704"
"146",2556-11-04,"12.7531","10.2871","13.5911","12.4236","10.1010","16.0764","32.2064","102.7657","39.6166","37.5003","10.4528","11.4925","9.9984","11.9072"
"147",2556-11-05,"12.7538","10.2878","13.5935","12.4536","10.1010","16.3893","32.7436","104.5160","40.3184","38.2028","10.7847","11.4912","9.9984","11.9502"
"148",2556-11-06,"12.7546","10.2884","13.5941","12.4104","10.1010","16.6189","33.2507","106.0360","40.8923","38.5228","10.9702","11.5085","9.9984","11.9159"
"149",2556-11-07,"12.7554","10.2891","13.5954","12.4158","10.1010","16.4991","33.0032","105.0841","40.5262","38.2759","10.8145","11.5236","9.9984","11.9724"
"150",2556-11-08,"12.7561","10.2896","13.5954","12.3763","10.1010","16.2696","32.4702","104.0132","40.1076","37.8990","10.6440","11.4027","9.9984","11.8252"
"151",2556-11-11,"12.7585","10.2915","13.5942","12.4041","10.1010","16.2819","32.5757","103.9671","40.0999","37.8396","10.6580","11.5431","9.9984","11.9869"
"152",2556-11-12,"12.7592","10.2921","13.5964","12.3377","10.1010","16.3602","32.6516","104.4817","40.3116","38.0637","10.6829","11.5150","9.9984","11.9982"
"153",2556-11-13,"12.7600","10.2927","13.5960","12.3015","10.1010","16.2569","32.3288","103.7474","39.9892","37.9818","10.6460","11.4371","9.9984","11.9721"
"154",2556-11-14,"12.7608","10.2934","13.5958","12.3165","10.1010","16.3813","32.6403","104.2166","40.1851","38.0511","10.7128","11.4714","9.9984","12.0629"
"155",2556-11-15,"12.7616","10.2940","13.5974","12.3723","10.1010","16.4413","32.7891","104.4875","40.2830","38.0614","10.7309","11.5784","9.9984","12.1361"
"156",2556-11-18,"12.7639","10.2959","13.6001","12.4053","10.1010","16.4861","32.9141","104.7300","40.4012","38.1755","10.7643","11.6865","9.9984","12.1890"
"157",2556-11-19,"12.7647","10.2966","13.6012","12.4700","10.1010","16.3528","32.5995","104.0835","40.1216","37.9932","10.6464","11.6648","9.9984","12.1490"
"158",2556-11-20,"12.7654","10.2972","13.6001","12.4590","10.1010","16.2608","32.4512","103.4982","39.8882","37.7939","10.5833","11.6391","9.9984","12.1191"
"159",2556-11-21,"12.7662","10.2978","13.5988","12.4447","10.1010","15.9246","31.7663","101.5254","39.0929","37.1767","10.2997","11.6217","9.9984","12.0825"
"160",2556-11-22,"12.7670","10.2985","13.6001","12.4101","10.1010","15.7262","31.2577","100.7619","38.7775","37.0962","10.1252","11.6407","9.9984","12.1800"
"161",2556-11-25,"12.7693","10.3003","13.6009","12.4332","10.1010","15.6542","31.1223","100.2461","38.5933","36.9083","10.0714","11.7554","9.9984","12.2458"
"162",2556-11-26,"12.7701","10.3010","13.6046","12.4436","10.1010","15.7208","31.2704","100.5154","38.7311","36.7972","10.0759","11.6993","9.9984","12.2398"
"163",2556-11-27,"12.7709","10.3016","13.6389","12.4177","10.1010","15.8910","31.6033","101.6049","39.1205","37.2118","10.2237","11.7153","9.9984","12.2431"
"164",2556-11-28,"12.7721","10.3022","13.6437","12.4073","10.1010","15.7330","31.2416","100.6255","38.7206","36.9619","10.1043","11.7382","9.9984","12.2816"
"165",2556-11-29,"12.7729","10.3029","13.6456","12.4203","10.1010","15.8762","31.5228","101.0781","38.8984","37.0867","10.1913","11.7374","9.9984","12.2835"
"166",2556-12-02,"12.7753","10.3048","13.6436","12.4166","10.1010","15.9021","31.6376","101.2606","38.9734","36.9942","10.1612","11.7280","9.9984","12.2726"
"167",2556-12-03,"12.7760","10.3054","13.6445","12.4150","10.1010","16.0115","31.8693","101.9438","39.2636","37.1603","10.2208","11.6520","9.9984","12.2502"
"168",2556-12-04,"12.7768","10.3061","13.6463","12.4040","10.1010","15.9253","31.6549","101.6323","39.1184","37.1311","10.1551","11.5735","9.9984","12.2029"
"169",2556-12-06,"12.7783","10.3073","13.6472","12.4042","10.1010","15.7488","31.3125","100.8019","38.7851","36.8960","10.0018","11.5735","9.9984","12.1888"
